Verse,Text
1,"Iko le̩ o̩ga fʼAbija, o̩ma Je̩ro̩boam, mu. "
2,"Taku Je̩ro̩boam ka ñw o̩ya-wñ kakini, Nagbo̩ko̩bʼuwe̩ kʼe̩ kwane̩, kʼe̩ fʼafe̩ kpanyi, kʼama ki we ema ka kʼuwe̩ chʼo̩ya Je̩ro̩boam; kʼe̩ nyi Shailo; go, o̩mo̩ le̩ Ahija, akache̩ de̩, e-kʼi ka ñwu mi ka kʼomi ajʼonu amone̩-i. "
3,"E̩ la mʼeli o̩je̩ me̩gwa ko lebʼuwe̩ kpai akala kpai o̩cha iño̩, kʼe̩ nyʼugbo-wñ; owñ le̩ aka ñw e̩ alu kʼejo̩gba o̩ma-i ade̩."
4,"Oñ o̩ya Je̩ro̩boam fʼabe̩le̩ che. I kwane̩, i letu Shailo, oñ i lewa unyi Ahija. Ahija laño̩ gane̩ ge̩ n, eju-wñ gbe̩ mʼakpo todu i chʼogijo. "
5,"Jihofa la ka ñw Ahija kakini, Go, o̩ya Je̩ro̩boam awa kʼi tene ugbo we̩ alu kʼo̩la o̩ma-wñ ade̩; todu i acho̩ga. Abe̩i, abe̩i uwe̩ aka ñw u."
6,"Abe̩le̩ i la de, e̩gba kʼAhija ebo̩ e̩re̩ ane̩-wñ, abu kʼi agudu wʼalugbo̩na, i kakini, Mugudu wa, uwe̩ o̩ya Je̩ro̩boam. E̩wñ chi kʼe̩ chʼakpaine dabe̩ne̩ kʼe̩ chʼe̩ne̩ omune̩? Todu ma dʼinabali ki woji kpe̩ mi uche̩ rʼuwe̩. "
7,"Lo, kʼe̩ ka ñwu Je̩ro̩boam kakini, Abu ki Jihofa, O̩jo̩ e-Israe̩l, ka de̩ kakini, Todabu kʼu dʼuwe̩ kwef amone̩ le̩ dago, kʼu la dʼuwe̩ chʼe̩nuto̩gba abo-mi Israe̩l, "
8,"kʼu la fʼojane̩ le̩ ge̩ bʼabo unyi Defid te̩, kʼu mʼu du ñw e̩; uwe̩ la muda dab alu kʼadu-mi Defid de̩ n, kʼowñ le̩ fʼuko̩ uko̩-mi de, oñ i tʼumi ubi kpʼe̩do̩-wñ chaka, e̩wñ ki chʼo̩kpakpa eju-mi kate i nache. "
9,"Uwe̩ muda fʼe̩bie̩ne̩ che tʼabo du ku ma wa o̩gba-we̩ le, e̩ la le tekeche amo̩jo̩ omune̩ ñw o̩la-we̩, kpai ojibo eda, kʼe̩ bi mi eju, e̩ la mʼumi du rikpolo tʼubi-we̩. "
10,"Todule̩ go, omi akʼe̩bie̩ne̩ wa abʼunyi Je̩ro̩boam ma, oñ nakʼaboke̩le̩ okoke du da bi Je̩ro̩boam o̩wo̩ te̩, tʼo̩to̩ tʼohi, omi la agbʼunyi Je̩ro̩boam rinyo̩ hioko, alu kʼone̩ agbʼechu rinyo̩ gbogbo tak i takpa chaka. "
