Verse,Text
1,Ubi le̩ abu kʼo̩do̩ me̩gwe̩le̩ muda omi kpai Barnabas dabi te̩gu nyi Je̩rusale̩m; u mu Taito̩s du le bʼumi. 
2,"Ete̩gu kʼu te̩gu le̩ teju alu kʼo̩la bite̩. Oñ u mʼUche̩nyo̩ e-kʼu natakoya-wñ ef abo uche̩ichi du kajane̩ ñwu ma. U muda ka ej ubi o̩gba abojima, tode̩gba kʼule kʼu ra akwobi abe̩k e-kʼu nara abajo̩-i amud ofofo. "
3,"Ama ichaka chʼiTaito̩s kʼi lebʼumi, abu kʼi chaka chʼiGriki, ma chʼo otila e̩pi eda n. "
4,"E-ku ma muda che chutodu amo̩maye olemi ku ma ji we̩e̩le̩ wa. Ma wa we̩e̩le̩ le̩ todu ku ma ki tu ane̩ o̩da o̩mone̩-wa kʼa ne̩ efu Kraist Jisus, todu ku ma ki ko wa nyʼef adu. "
5,A muda bʼuña ñwu ma kʼa fʼo̩la-wa kamuhi te̩ ñwu ma auwaʼkate n: todu kʼochochi e-Uche̩nyo̩ le̩ ki nadʼugbo me̩ waa. 
6,"Ama ugbo abojima kʼamone̩ ka ku ma chʼe̩wñʼka (e̩wñ du ku ma chaka che, i nʼile ñwu mi n. I chʼeju one̩ oñ O̩jo̩ agba n); u kakini, I nʼe̩wñ du kʼabo ki nʼojima le̩ du manyu ñwu mi n. "
7,"Oñ o̩la le̩ mudabi tubi, abu ku ma li kakini, Ma ke̩do̩no mi oñ ma mʼUche̩nyo̩ e-abo ku ma ma de̩pi n du ñwu mi, alu ku ma mʼe-e̩pi-eda du ñwu Pita le̩. "
8,(Todu e̩ne̩ ki chu-ko̩lo̩ ñwu Pita kʼi tef e̩nukpuche̩ e-abo e̩pi-eda ño̩ chuko̩lo̩ ñwu mi kʼu tef e-abo ucheichi ge̩.) 
9,"Oñ abu ku Jeme̩s kpai Kifas kpai Jo̩n, ku ma dabe̩ne̩ kʼugbogaga-ma, chema ufe̩de̩nyo̩ ku ma mudu ñwu mi, ma mʼo̩wo̩-awo̩to̩ e-uta O̩jo̩ Ata du ñw omi kpai Barnabas, todu kʼa ki nyʼugbo abo uche̩ichi, kʼama ki nyʼugbo abo e̩pi-e̩da; "
10,chai kʼa ki dibekado ame̩nale dee; e̩wñ le̩ gbage̩de̩ oñ nachʼe̩do̩ chacha-wñ.
11,"Ama e̩gba ku Kifas lewa Antio̩k, eju-wñ u ko̩ nyʼo̩wo̩, todu i dʼugbo kʼi akpʼo̩la-wñ abi. "
12,"Todu o̩gba tak abo iche̩ka kwʼugbo Jeme̩s wa, i nabʼabo uche̩ichi je̩ e̩wñ; tak e̩gba ku ma lewa i nahiwubi, i fʼo̩la-wñ date̩ ojoji, abu kʼi arʼailo abo-e̩pi-e̩da. "
13,"Tak amaJu ki bo̩ ño̩ bʼowñ do̩wo̩ yʼuma eju ge̩, todu abe̩le̩ ayechi-ma le̩ ño̩ mu Barnabas du le bʼuma ge̩. "
14,"Ama e̩gba kʼu li ka ku ma ma lule̩ tʼo̩kpoolo teju alu kʼochochi Uche̩nyo̩ de̩ n, u ka ñwu Kifas eju ma chaka kakini, Iche̩wñ kʼuwe̩ kʼe̩ chʼiJu do̩mo̩ ache e̩wñ ile̩-i alu kʼabo uche̩ichi ache, kʼe̩ ma la che dab amaJu n, abile kʼe̩ kute̩ abo uche̩ichi kʼama ki che e̩wñ dab amaJu ke?"
15,"Awa ku ma bi wa amaJu, kʼa ma la chʼame̩nadure e-abo uche̩ichi n, "
16,"oñ abu kʼa la chema ka ku ma adale ñw one̩ kwef uko̩lo̩ o̩lo̩da eche n, chai lef e̩do̩-ekono e-Jisus Kraisti, oñ awa onugo la ke̩do̩no Kraist Jisus, todu kʼama ki dale ñw a kwef e̩do̩ ekono e-Kraisti le̩, i la chʼekwef uko̩lo̩ o̩lo̩da eche n; todabu ku ma ma adale ñw o̩re̩la du kwef uko̩lo̩ o̩lo̩da eche n. "
17,"I muda che̩wñ kʼabu kʼa jʼafeju ku ma dale ñw a efu Kraist, ma ño̩ li ka kʼawa onugo chʼame̩nadure kpo̩ ge̩, Kraist chʼe̩ne̩ ki ache e̩wñ ñw adure? O̩jo̩ ki kpo̩na. "
18,Todu iche̩wñ kʼu nada-bi ane̩ e̩wñ kʼu fugulo̩ le̩ mak u dʼo̩la-mi te̩ pee ka kʼu chʼajada. 
19,"Todu omi leku ñw o̩loda lef o̩lo̩da le̩, todu kʼu deju ñw O̩jo̩. "
20,"Ma fʼumi kamoli manyu Kraisti; i la chʼomi ño̩ deju-i ge̩ n, chai Kraist deju ef umi; oñ edeju kʼu nadeju ef año̩la fai, nadeju ef e̩do̩-ekono e-O̩ma O̩jo̩ kʼi afe̩do̩ mi kʼi laño̩ mʼo̩la-wñ onugo du chele todu mi. "
21,"Nade̩yakpo̩ ufe̩do̩-enyo̩ O̩jo̩-i n: todu iche̩wñ kʼo̩kpakpa lef o̩lo̩da wa, maku Kraist leku o̩bo̩ ofofo."
