Verse,Text
1,"E̩wñ ki do̩mo̩ kwʼabakwane̩, e̩wñ kʼa gbo̩, e̩wñ kʼa nʼeju-wa li, e̩wñ kʼa go, kʼo̩wo̩-wa la kadʼo ugbo o̩la e-iñmi le̩ de̩. "
2,"Iñmi le̩ la kwotejugede oñ a fʼu li, a la agbʼo̩ ibenu, oñ a adʼo̩la e-iñmi ogbegbele̩ e-ki dʼugbo Ata kʼi la kwotejugede ñw a le̩ ka ñwu me̩-i — "
3,"e̩wñ kʼa fuli, kʼa la gbo̩, a ño̩ du ka ñwu me̩, todu kʼame̩ ki ño̩ nʼuta eta kpʼawa; oñ a nʼuta-wa ala kpʼAta kpʼO̩ma-wñ Jisus Kraisti. "
4,O̩la-wñ a la ako̩ ru me̩-i todu kʼuyo̩-wa ki nyo̩ kpa.
5,"E-i la chʼuche̩ kʼa gbo̩ ugbo-wñ, oñ a adʼinabali-wñ ñwu me̩ kakini, O̩jo̩ chʼugane̩, e̩chubi la dʼef uwñ kili-kili n. "
6,"Iche̩wñ kʼa aka kakini, A atuta kpʼowñ kʼa la tale ef e̩chubi, olemi a aro̩ le̩; i chʼe̩wñ ochochi oñ a jʼache-i n; "
7,"iche̩wñ kʼa muda tale ef ugane̩, alu kʼowñ def ugane̩, mak a nʼuta ata kpʼomune̩, oñ e̩bie̩ Jisus O̩ma-wñ nʼawa agwe̩ hiolo bʼadure du te̩. "
8,"Iche̩wñ kʼa aka kakini, A nʼudure n, o̩la-wa a adʼo̩ ibe le̩, ochochi la dʼefu-wa ni de̩. "
9,"Iche̩wñ kʼa agbalu adure-wa, owñ chʼe̩nuke̩do̩no kpʼe̩no̩kpakpa todu kʼi tʼadure no̩ ñw a, kʼi ño̩ gwe̩ wa bʼe̩wñ uji du te̩. "
10,"Iche̩wñ kʼa ka kʼa dure mama ta n, a dʼowñ chʼaremi, o̩la-wñ la dʼef uwa ni de̩."
