Verse,Text
1,"Oñ e̩gba ku ma me̩ru Je̩rusale̩m awa, ku ma lewa Be̩tfage ugbo uwo O̩lif, e̩gbale̩ Jisus fʼamako̩che̩-wñ meji kpuche̩. "
2,"I ka ñwu ma kakini, Me̩ nyʼef adogbe kʼi kpejurʼume̩ le̩, oñ ababale̩ me̩ ali o̩ke̩ke̩te̩ ku ma dʼu tʼuro o̩mo̩, o̩ma-wñ la manyʼu. Me̩ mutu ku me̩ dʼu wa ñwu mi. "
3,"I la che̩wñ kʼe̩ne̩ du kʼabu du ñwu me̩, me̩ aka kakini, Eku-ma aku Ondu-wa. Ababale̩ i la ako ma kpuche̩ wa. "
4,"E̩wñ-i la wache todu kʼo̩la ku ma ka lef akache̩ le̩ kʼi che̩ kakini,"
5,"Me̩ ka ñw o̩ma Zayo̩n e-onobule̩ kakini,"
6,"Oñ abu kʼamako̩che̩ le ku ma che alu ki Jisus ñwa ñwu ma, "
7,"ma mʼo̩ke̩ke̩te̩ kpʼo̩ma-wñ le̩ ko wa. Taku ma mʼukpo ubo̩lama-ma ko nʼubi ma, tak i kwogugu oji-ma. "
8,"Tak ojile o̩wo̩ amone̩ le̩ mʼukpo-ma ko te̩ jʼej o̩na, abo kibo̩ la gu eñmi oli che̩ ko te̩ jʼej o̩na. "
9,"Oñ o̩wo̩ amone̩ ku ma rʼo̩ o̩gba kpʼabo ku ma tʼo̩ ubi kwukwa kakini, Hosana"
10,"Oñ abu kʼi mugudu tefu Je̩rusale̩m ewo le̩ du amiejo, ma kakini, E̩ne̩ de̩-i? "
11,"Oñ o̩wo̩ amone̩ le̩ kakini, Owñ-i che Jisus, akache̩ kʼi kwo Nazare̩t e-Galili le̩."
12,"Taku Jisus mugudu tef unyi O̩jo̩, oñ i fʼabo du ku ma ta e̩wñ kpʼabo ku ma la e̩wñ ne kwef unyi O̩jo̩ dufu. Oñ i fʼitebulu abo ku ma kpailo̩ o̩ko̩ ke̩che̩ nʼane̩, kpʼe̩wñ ugugu abo ku ma ta amikede. "
13,"Oñ i ka ñwu ma kakini, I che̩ko̩ tane̩ kakini, Ma ado̩ unyi-mi ko̩ unyi adua, ame̩ muda dʼu chʼo̩wo̩ amadinya."
14,"Tak amafeju kpʼabo ku ma chika lewʼugbo-wñ ef unyi O̩jo̩, oñ i fʼo̩ga-ma che. "
15,"Oñ abu kʼamagboji amatama kpʼamako̩takada fʼe̩wñ aye kʼi che li, kpʼabimo̩to̩ ku ma jʼef unyi O̩jo̩ akwukwa kakini, Hosana ñw O̩ma Defid, i bi ma eju. "
