Verse,Text
1,"Uwe̩ ki li o̩kokuno̩ abe̩k e̩wño̩re̩ egini o̩maye-we̩ kʼi achila tinyo̩ kʼe̩ fʼeju kpʼuma bo n; alu du ki chaka de̩, uwe̩ ki ko ma dabiwa ñw o̩maye-we̩ chuu. "
2,"I la che̩wñ kʼo̩maye-we̩ le̩ ma me̩ru we̩ n, kʼe̩ ma la mʼo̩ n, e̩gbale̩ e̩ ki mʼu du wʼunyi e-we̩, oñ i adugbo we̩ gbogbo tak o̩maye-we̩ wa tene-wñ, tak uwe̩ ki mʼu du dabi wa ñw u. "
3,"Abe̩le̩ uwe̩ ñʼache kpai o̩ke̩ke̩te̩-wñ ge̩; abe̩le̩ uwe̩ la ache kpai e̩wñ o̩la-wñ; abe̩le̩ uwe̩ ki la che kpai e̩wñ o̩maye-we̩ du ki lenyo̩, kʼuwe̩ fʼu li; uwe̩ ki fʼe̩ya kpʼo̩ n. "
4,"Uwe̩ ki li kʼo̩ke̩ke̩te̩ abe̩k o̩kokuno̩ o̩maye-we̩ kʼi lewane̩ ej o̩na, kʼe̩ la fʼeju kpʼuma bo n; uwe̩ ki te̩kʼo kʼi ko ma kwane̩ chuu."
5,"Onobule̩ ki dʼe̩wñ e̩ne̩ke̩le̩ tʼo̩la n, e̩ne̩ke̩le̩ ki la dʼe̩wñ onobule̩ tʼo̩la n; todu e̩ne̩ du kʼi ache e̩wñ abe̩le̩ chʼe̩wñ ihie̩ne̩ ñwu Jihofa O̩jo̩-we̩."
6,"Iche̩wñ kʼe̩ lewa ke̩re̩bʼunyi e̩we̩ oj oli abe̩k ane̩pe̩te̩, kʼo̩ma jʼefu-wñ abe̩k e̩ge̩, kʼiye-wñ dadʼoj o̩ma-wñ abe̩k e̩ge̩-wñ, uwe̩ ki dʼiye-wñ manyʼo̩ma-wñ n; "
7,"uwe̩ ki tʼiye-wñ no̩ kʼi lo-wñ, e̩ muda neke kʼamo̩ma-wñ; todu ki ra ñw e̩, kʼuwe̩ ki kpojolugbo."
8,"E̩gba kʼe̩ fʼunyi etito̩ ko̩, mak uwe̩ ki fʼo̩gba bu nyʼo̩pata ojokunyi-wñ daka, tode̩gba kʼone̩ ñwa kwʼo̩mo̩ wane̩, kʼe̩ we efʼudu e̩bie̩ fa abʼunyi-we̩ ma."
9,"Uwe̩ ki kʼulu ojoji meji gbe̩ ef uche̩ achiwebe̩te̩ma-we̩ n, tode̩gba kʼe̩ro-wñ chaka afo̩, tʼe-ulu kʼe̩ du gbe̩ le̩, tʼunawo uche̩ achiwebe̩te̩ma-we̩ ge̩. "
10,E̩ ki du o̩kokuno̩ kpai o̩ke̩ke̩te̩ jimʼomune̩ kʼe̩ ne̩ luche̩ n. 
11,"E̩ ki la kʼukpo kʼowu meji kpe̩gwa nyu bʼo̩la ma n, owñ chʼedudu ala kpai owu e-owu edama."
12,Uwe̩ ki du o̩jaja nʼukpo ubo̩-lama-we̩ ago̩go̩-wñ me̩le̩.
13,"Iche̩wñ kʼone̩ fʼo̩ya ne̩, kʼi la nyʼejefu ugbo-wñ, kʼi chane̩ echulaka-wñ, "
14,"kʼi la dʼe̩wñ anyo̩ gwunʼo, kʼi je̩ ñw odu e̩bie̩ne̩ kwolamʼo̩ o̩la, kʼi kakini, Omi fʼonobule̩-i ne̩, tak e̩gba kʼu te̩me̩rʼu, u ke̩re̩bʼo̩ n; "
15,e̩gbale̩ ata igbe̩le̩ le̩ kpai iye-wñ akʼe̩wñ ijali aga igbe̩le̩ le̩ dufu wʼalaku ugbo abogijo ewo le̩; 
16,"tak ata igbe̩le̩ le̩ aka ñw abogijo kakini, U mʼo̩ma-mi du ñw e̩ne̩-i kʼi chʼo̩ya-wñ, oñ i chane̩ echʼulaka-wñ; "
17,"me̩ la go, i du e̩wñ anyo̩ gwunʼo, i kakini, U ke̩re̩bʼo̩ma-we̩ n. E̩wñ-i la chʼijali aga o̩ma-mi. Taku ma afʼukpo le̩ nadala jʼo̩gba abogijo ewo le̩. "
18,Tak abogijo ewo le̩ amʼe̩ne̩ke̩le̩ le̩ du ku ma kʼo̩ o̩la; 
