Verse,Text
1,"Oñ e̩gba kʼe̩wñ le̩ fʼoji ne̩, tak amagboji te̩me̩ru mi, ma kakini, Abo Israe̩l, kpai amatama kpai abo Lifai la fʼo̩la-ma daru bʼamone̩ ane̩ ane̩-i te̩ ta n, ma jʼache teju e̩wñ ihie̩ne̩-ma, owñ chʼe-abo Kenan kpʼabo He̩t kpʼabo Pe̩re̩z kpʼabo Je̩bius kpʼabo Amo̩n kpʼabo Moab, kpʼabo Ijipti, kpʼabo Amo̩r. "
2,"Todu ma mʼamo̩ma-ma onobule̩ ko ñw o̩la-ma kpʼamo̩ma-ma e̩ne̩ke̩le̩. Abe̩le̩ ugbe̩ ki afo̩-i fʼo̩la-ma gwe̩gwanyʼamone̩ ojane̩ ojane̩-i; ochochi, o̩wo̩ amagboji, kpʼabo ku ma ro̩no ma tʼo̩gba ef ada ku ma je̩-i. "
3,"Tak e̩gba kʼu gbʼe̩wñ-i, u fʼe̩wñ o̩la-mi kpai otogbo-mi fana, tak u chane̩ echi iloji-mi kpai ilagba-mi rinyo̩, ugoju-wñ la mʼumi da, oñ u kwogugu ane̩. "
4,Tak abo du kʼo̩la-ma aga tod o̩la kʼO̩jo̩ e-Israe̩l ka tod ejʼada kʼabo ku ma mu lelo le̩ jʼada kʼo̩la-ma jeju wʼugbo mi; oñ ugoju mʼumi da gugu ane̩ gbogbo wʼiko ku ma kʼe̩wñ ele ane̩ wa. 
5,"Tak iko e̩gba ku ma kʼe̩wñ ele ane̩ wa u kwane̩ kpʼe̩do̩ e̩kpabie̩-mi, e̩wñ o̩la-mi kpai otogbo-mi che̩fana ta; tak u mʼokuku-mi konyʼane̩, oñ u fʼo̩wo̩-mi nadala jo̩ ñwu Jihofa, O̩jo̩-mi; "
6,"oñ u kakini, O O̩jo̩-mi, anyo̩ fumi mu, anyo̩ je̩ ñwu mi chi eju-mi ago uwe̩ n, O̩jo-mi, todu agboni-wa wobi lʼuwa oji me̩, abi kʼa je̩ gba gbogbo kad efojale. "
7,"Akwʼe̩gba amata-wa a te̩te̩dʼef abi inai-na eje̩ gbogbo tʼojolu eñini; todu agbo̩-ni-wa le̩ oñ ma mʼawa kpai amonu-wa kpai amatama-wa ko nyʼamonu ojane̩ ojane̩ o̩wo̩, ma mʼawa ko ñw o̩kwo̩cha-geli kpʼamu, kpʼinya eda, kpʼeju etunyʼane̩, alu ki ño̩ de̩ eñini-i ge̩. "
8,"Faʼ Jihofa, O̩jo-wa, dʼufe̩de̩nyo̩ ña wa iko re-i, kʼi tʼe̩bobo-wa no̩ kʼa fʼuma o̩wo̩, kʼi mʼaleʼka du ñw a ef uña-wñ kiafo, kʼO̩jo̩-wa ki mʼuwa eju ne̩, kʼi la je̩ ñw a ruko re ef uko̩lo̩ adu-wa. "
9,"Todu amadu a che; O̩jo̩-wa muda tʼuwa no̩ tinyo̩ ef adu-wa n, i la mʼufe̩de̩nyo̩ du nadala te̩ ñw a eju amonu Persia, kʼi je̩ ñw a ruko, kʼa dʼunyi O̩jo-wa dago, kʼa fʼalache̩-wñ ñwo̩che, kʼi dʼaku ñw a efu Juda kpai efu Je̩rusale̩m."
10,"Oñ fa-i, O O̩jo̩-wa, ab a ñʼaka ubi e-i ge̩? Todu a tʼuko̩ kʼe̩ te̩ no̩ tinyo̩, "
11,"owñ chʼe-kʼe̩ ñwate̩ lʼo̩wo̩ amadu-we̩, amakache̩, kakini, Ane̩ ugbo ku me̩ anyi ku me̩ ne̩ le̩, chʼane̩ ki chʼe̩daji lugbo e̩daji e-amone̩ ojane̩ ojane̩ le̩, lugbo e̩wñ ihie̩ne̩-ma, e-ku ma je̩ ñw iwa-ma ko̩ ñw u akwʼoji-wñ otitala o̩woʼka tʼoji-wñ otitala o̩wo̩ e̩ke-ji. "
12,"Todule̩ fa-i, ame̩ ki kʼamo̩ma-me̩ onobule̩ ñw amo̩ma-ma e̩ne̩ke̩le̩ n, me̩ ki la kʼamo̩ma-ma onobule̩ ñw amo̩ma-me̩ e̩ne̩ke̩le̩ n, me̩ ki tene ure̩do̩-ma n, me̩ ki la tene kʼe̩wñ ki ra ñwu ma ogbegbele̩ n; kʼame̩ ki gbiti ku me̩ jʼe̩nyo̩ ane̩ le̩, kʼi mud e̩wñ ogu amo̩ma-me̩ ogbegbele̩. "
13,"Anubi e̩wñ du ki wa bʼuwa ma todu e̩wñ bie̩ne̩ kʼa che, kpʼabi inaina kʼa je̩, abu kʼuwe̩, O̩jo̩-wa, fʼudu ki nyaru alu kʼagboni-wa de̩ bu ñw a, kʼe̩ laño̩ mʼabubo̩ amone̩ ko ñw a, "
14,"a ñʼadabi akpo̩la uko̩-we̩ bie̩ kʼawa kpʼabo ku ma chʼe̩wñ ihie̩ne̩ kʼa ne̩ o̩la-wa? I dʼabe̩i uwe̩ ma we̩do̩ rʼuwa gbogbo wʼe̩gba kʼe̩ fʼuwa lie̩ kʼabubo̩ amone̩ ki ño̩ de̩ ge̩ n, kʼe̩ne̩ du ki fu tane̩ n? "
15,"O Jihofa, O̩jo̩ Israe̩l, uwe̩ chʼe̩ne̩ o̩kpakpa; todu awa chʼabubo̩ amone̩ ki bo̩ kʼa fʼo̩wo̩ tane̩, alu ki de̩ eñini-i, go, ef abi-wa oñ a ajo̩ o̩gba we̩-i; todu i nʼe̩ne̩ du ki neke dago o̩gba-we̩ tod e̩wñ-i n."
