Verse,Text
1,"Ya mere, anyị nwere oke igwe ndị ama dị otu a gbara anyị gburugburu, nʼihi nke a, ka anyị wepụ ihe ọbụla nke na-adọghachi anyị azụ dịka ibu arọ, ya na mmehie niile nọdebere anyị nsọ karịa. Ka anyị werekwa ntachiobi gbaa ọsọ nke chere anyị nʼihu. "
2,"Ka anyị na-elegide Jisọs anya, onye mbụ na onye na-eme ka okwukwe anyị zuo oke, onye jiri nʼihi ọṅụ e debere nʼihu ya, die ahụhụ na ihe ihere nke obe, ọ nọdụ nʼaka nri nke ocheeze Chineke. "
3,"Tuleenụ nʼobi unu gbasara onye ahụ tachịrị obi na nkwụgide sitere nʼaka ndị mmehie, ka ike ghara ịgwụ unu maọbụ obi unu adaa mba."
4,"Nʼime ọgụ nke unu na-alụso mmehie, unu eguzogideghị ruo nʼọnọdụ nke iwufu ọbara unu. "
5,"Unu echefuola okwu nkasiobi ahụ, nke e jiri gbaa unu ume dịka ụmụ,"
6,Nʼihi na onye Onyenwe anyị hụrụ nʼanya ka ọ na-abara mba.
7,"Tachie obi, mụta ihe site nʼahụhụ. Nʼihi na Chineke na-emeso unu mmeso dị ka nna ọbụla hụrụ ụmụ ya nʼanya si emeso ha mmeso. Nwata ọbụla adịghị nke nna ya na-adịghị abara mba. "
8,"Ya mere ọ bụrụ na a dịghị abara unu mba dịka esi bara ndị ọzọ, unu abụghị ụmụ kama unu bụ ndị amụtara nʼịkwa iko. "
9,"Dịka ịma atụ, ndị bụ nna anyị site nʼanụ ahụ na-apịa anyị ụtarị mgbe ọbụla anyị nupuru isi. Ma nke a adịghị egbochi anyị ịsọpụrụ ha. O kwesikwaghị ka anyị rubere Nna nke mmụọ isi karịa ma dịkwa ndụ? Anyị mee nke a, anyị ga-adị ndụ. "
10,Ha na-azụ anyị nwa oge nta dị ka ha si tụpụta nʼuche ha. Ma ọ na-azụ anyị nʼihi ọdịmma anyị. Ọ na-achọ ka anyị keta oke nʼịdị nsọ ya. 
11,"Mgbe ọbụla a na-ezi anyị ihe site nʼinye anyị ahụhụ, ọ na-abụrụ anyị ihe mwute nʼoge ahụ, ọ bụghịkwa ihe ọṅụ. Ma e mesịa, ọ na-eweta udo na ndụ ezi omume nye ndụ ahụ azụrụ nʼime ya."
12,"Ya mere, setịpụ aka gị ahụ ike gwụrụ. Guzosie ike nʼụkwụ gị ahụ na-ama jijiji. "
13,"Debenụ ụkwụ unu nʼụzọ ziri ezi,"
14,"Gbalịsie ike mee ka gị na mmadụ niile biri nʼudo ya na ndụ dị nsọ, e wepụ ya, o nweghị onye pụrụ ịhụ Onyenwe anyị. "
15,"Hụkwanụ na o nweghị onye ga-ahapụ inweta amara Chineke, na o nwekwaghị onye ga-epupụta dịka mgbọrọgwụ ilu weta nsogbu a ga-esi nʼime ya merụọ ọtụtụ mmadụ. "
16,"Hụnụ na o nweghị onye na-ebi ndụ ruru unyi maọbụ onye nke na-enweghị nsọpụrụ dịka Ịsọ, onye nke rere ọnọdụ ọmụmụ ya nʼihi otu efere nri. "
17,"Dịka unu maara, o mechara chọọ ka o keta ngọzị ahụ, ma a jụrụ ya nʼihi na o nweghị ohere nchegharị. Ọ bụ ezie na o jiri anya mmiri chọsie ya ike."
18,"Unu abịarughị nʼugwu nke a pụrụ ịmetụ aka, nke na-ere ọkụ, na ọchịchịrị na itiri na oke ifufe, "
19,"na ụda opi ike, maọbụ olu na-ekwu okwu, nke ndị nụrụ ya rịọrọ ka ọ kwụsị ịgwa ha. "
20,"Nʼihi na ha enweghị ike ịnagide ihe e nyere nʼiwu, “A sịkwarị na anụmanụ ọbụla emetụ ugwu ahụ ahụ, a ga-eji nkume tugbuo ya.”"
21,"Nʼezie, ihe ahụ anya hụrụ dị oke egwu na Mosis sịrị, “Ana m ama jijiji nʼihi ụjọ.”"
22,"Ma unu abịaruola nʼugwu Zayọn, bụ obodo Chineke dị ndụ, Jerusalem nke eluigwe ahụ. Unu abịakwutela puku kwụrụ puku ndị mmụọ ozi a na-apụghị ịgụta ọnụ zukọrọ nʼọṅụ. "
23,"Unu abịala nʼụlọ nzukọ nke onye ahụ ebu ụzọ mụpụta bụ ndị e dere aha ha nʼeluigwe. Unu abịakwutela Chineke, onye ga-ekpe mmadụ niile ikpe, unu abịakwutela mmụọ ndị ezi omume e mere ka ha bụrụ ndị zuruoke. "
24,"Unu abịakwutela Jisọs onye ogbugbo nke ọgbụgba ndụ ọhụrụ, bịakwutekwa ọbara e fesara nke na-ekwu okwu dị mma karịa nke ọbara Ebel kwuru."
25,"Gbalịsienụ ike ihu na unu ajụghị onye ahụ na-ekwu okwu. Nʼihi na ọ bụrụ na ha agbanarịghị ya, bụ onye ahụ dọrọ ha aka na ntị nʼelu ụwa, anyị agaghị agbanarị onye ahụ si nʼeluigwe na-adọ anyị aka na ntị. "
26,"Nʼoge ahụ, olu ya mere ka ụwa ma jijiji, ma ugbu a, ọ kwela nkwa, sị, “Otu mgbe ọzọ fọdụrụ, ọ bụghị naanị ụwa ka m ga-eme ka ọ maa jijiji kama aga m emekwa ka eluigwe maa jijiji.”"
27,"Okwu a bụ, “Otu mgbe ọzọ fọdụrụ,” na-egosi mwepụ nke ihe na-ama jijiji dịka ihe e kere eke, iji hụ na nke na-anaghị ama jijiji ga-adị."
28,"Ya mere, ebe anyị na-anata alaeze nke na-apụghị ịgbanwe, ka anyị jiri obi ekele, egwu na nsọpụrụ fee Chineke ofufe nʼụzọ ọ ga-anabata. "
29,Nʼihi na Chineke anyị bụ ọkụ na-erepịa erepịa.
