Verse,Text
1,"Mgbe ụfọdụ oge gasịrị, onye na-ebu iko ihe ọṅụṅụ eze Ijipt na onye na-esiri ya nri mehiere megide nna ha ukwu, eze Ijipt. "
2,"Nʼihi ya, Fero were iwe megide ndị ozi ya abụọ ndị a, onyeisi ndị na-ebu iko ya na onye na-esiri ya nri. "
3,"O tinyere ha na nga, nʼụlọ mkpọrọ dị nʼụlọ onyeisi ndị nche, ebe ahụ a tụbara Josef. "
4,Onyeisi ndị nche mere Josef onye na-elekọta ha.
5,"Ha abụọ, onye ahụ na-esiri eze nri, na onye na-ebu iko eze Ijipt, rọrọ nrọ nʼotu abalị. Nrọ nke onye ọ bụla nwere nkọwa nke ya."
6,"Mgbe chi bọrọ, Josef bịakwutere ha hụ na ihu ha gbarụrụ agbarụ. "
7,"Nʼihi ya, ọ jụrụ ndị ozi Fero ndị a ha na ya nọ nʼụlọ mkpọrọ dị nʼụlọ nna ya ukwu sị ha, “Gịnị mere ihu unu ji gbarụọ taa?”"
8,"Ha zara sị ya, “Anyị rọrọ nrọ ọjọọ, ma onye nkọwa ya adịghị.”"
9,"Onyeisi ndị na-ebu iko kọọrọ Josef nrọ ya. Ọ sịrị ya, “Arọrọ m nrọ hụ osisi vaịnị nʼihu m. "
10,"Osisi vaịnị a nwere alaka atọ. Mgbe m nọ na-ele anya, osisi vaịnị ahụ mara ifuru, mịpụta mkpụrụ nʼụyọkọ nʼụyọkọ, ha chakwaa. "
11,"Ebe ọ bụ nʼiko Fero dị m nʼaka, a ghọọrọ m mkpụrụ vaịnị ndị a, pịpụta mmiri ha pịnye nʼime iko mmanya Fero, bunye ya ka ọ ṅụọ.”"
12,"Josef sịrị ya, “Nke a bụ ihe nrọ gị pụtara. Alaka atọ ahụ bụ abalị atọ. "
13,"Nʼime abalị atọ Fero ga-akpọpụta gị, mee ka i nwere onwe gị. Fero ga-enyeghachikwa gị ọrụ gị. Ị ga-etinyekwa Fero iko ya nʼaka dịka i si eme na mbụ mgbe ị bụ onye na-ebu iko ya. "
14,"Mgbe ihe gaara gị nke ọma, chetakwa m, ma gosi m obiọma, gwara m Fero ka o si nʼụlọ mkpọrọ a wepụta m. "
15,"Ọ bụ ntọrọ ka atọọrọ m site nʼala ndị Hibru. Nʼotu aka ahụ, nʼebe a ọ dịkwaghị ihe ọjọọ ọ bụla m mere nke kwesiri ka atụnye m nʼụlọ mkpọrọ a.”"
16,"Mgbe onyeisi ndị na-esiri Fero nri hụrụ na nkọwa nrọ ahụ dị mma, ọ sịrị Josef, “Mụ onwe m, na nrọ m nke m, ebu m nkata achịcha atọ nʼisi. "
17,"Nkata nke dị nʼelu jupụtara na achịcha dị iche iche e gheere eze, bụ Fero. Ma ụmụ nnụnụ bịara na-eri achịcha ndị ahụ dị na nkata m bụ nʼisi.”"
18,"Josef zara sị ya, “Lee ihe nrọ gị pụtara. Nkata atọ ahụ bụ abalị atọ. "
19,"Nʼime abalị atọ ka Fero ga-esi nʼụlọ mkpọrọ kpọpụta gị, nye iwu ka e bepụ gị isi, kwụba gị nʼelu osisi. Ụmụ nnụnụ ga-erichapụ anụ ahụ gị.”"
20,"Nʼabalị nke atọ, site nʼụbọchị ndị a rọrọ nrọ ha, Fero mere mmemme ncheta ọmụmụ ya. Ọ kpọrọ ndị niile na-ejere ya ozi oriri. O ziri ozi ka a gaa nʼụlọ mkpọrọ kpọpụta onyeisi ndị na-ebunye ya iko ihe ọṅụṅụ na onyeisi ndị na-esiri ya nri. "
21,"O nyeghachiri onyeisi ndị na-ebu iko ya ọrụ ya, weghachi ya nʼọnọdụ ya. Nwoke a bunyekwara Fero iko ya dịka o si eme na mbụ. "
22,"Ma ọ kwụgburu onyeisi ndị na-esiri ya nri, dịka Josef si kọwaa nrọ ha."
23,Ma onyeisi ndị ahụ na-ebu iko eze echetaghị Josef. O chefuru ya.
