Verse,Text
1,"Neomi la nʼefu o̩ko̩-wñ oka, e̩nugbiti kʼi nʼo̩ko̩ nana i che. Abo o̩lo̩pu Elime̩le̩k i che. Odu-wñ la ko̩ Boaz. "
2,"Taku Rutu, e̩ne̩ Moab le̩, ka ñwu Neomi kakini, Je̩ ñwu mi nyʼoko kʼu ja o̩ka tʼe̩ne̩ ki ali mi eju ubi. Oñ i ka ñw u kakini, Lo, o̩ma-mi. "
3,"Tak i le, oñ i lewa oko aja tʼabo ku ma kpa ubi. I la nʼejile alewa anʼukpe̩ uche̩ Boaz kʼi chʼabo o̩lo̩pu Elime̩le̩k. "
4,"E̩ la go, Boaz kwo Be̩tle̩he̩m wa, oñ i ka ñw abo ku ma kpʼo̩ka kakini, Jihofa ki dʼugbo me̩. Oñ ma dohi ñw kakini, Jihofa ki de̩nyo̩ ñw e̩! "
5,"Taki Boaz ka ñw e̩nuko̩lo̩-wñ kʼabo ku ma kpʼo̩ka le̩ jʼef o̩wo̩-wñ kakini, Igbe̩le̩ e-e̩ne̩ de̩-i? "
6,"Tak e̩nuko̩lo̩ kʼabo ku ma kpʼo̩ka le̩ jʼef o̩wo̩-wñ dohi kakini, Igbe̩le̩ abo Moab kʼowñ kpai Neomi kpe̩re̩ kwʼane̩ Moab wa de̩. "
7,"Owñ le̩ kakini, Agba, e̩ je̩ ñwu mi jʼo̩ka kʼu fʼu yajo̩ atʼabo ku ma kpa ubi aido aido. Oñ i lewa, oñ i te̩tadʼemi akwʼodudu gbogbo wʼifai, chai e̩du kʼi che ef unyi pe̩."
8,"Taku Boaz ka ñwu Rutu kakini, O̩ma-mi, e̩ gbo̩? E̩ ki nyʼaja ef uche̩ omune̩ n. E̩ ki tʼemi le n. E̩ ki muda dʼemi ugbo abo igbe̩le̩-mi anane̩. "
9,E̩ dʼeju-we̩ le bʼuche̩ o̩ka ku ma kpa kʼe̩ tʼuma ubi. U fʼuko̩ te̩ ñw abokolobia ku ma we edo̩wo̩kadʼuwe̩ n? Alugbe̩ akpʼe̩ e̩ nyʼugbo añmo̩i kʼe̩ ñmo̩ omi kʼabokolobia le̩ kpa. 
10,"Tak i fʼeju bʼane̩ ma, oñ i dʼoji kadane̩, i ka ñw u kakini, E̩wñ chi kʼe̩ li mi eju? kʼe̩ dʼibe te̩ mi, omi kʼu chʼononojo-i? "
11,"Taku Boaz dohi ñw u kakini, E̩wñ du kʼe̩ che ñw iye o̩ko̩-we̩ akwʼe̩gba kʼo̩ko̩-we̩ leku, ma du ña mi chaka; kpai alu kʼe̩ tʼata-we̩ kpai iye-we̩ kpai ane̩ ugbo ku ma jʼubi-we̩, no̩, kʼe̩ lewa ugbo amone̩ kʼe̩ ma ma ma kwo ubi n. "
12,"Jihofa ki rʼo̩me̩ uko̩lo̩-we̩ ñw e̩, Jihofa ki la dʼakoji ñw e̩ e̩ko̩, owñ chʼO̩jo̩ e-Israe̩l e-kʼe̩ lewa kʼe̩ gbʼo̩la-we̩ nyi ef ika-wñ. "
13,"Tak i kakini, Uwe̩ ki li mi eju, odumi; todubu kʼe̩ fʼumi e̩do̩ nyi, todabu kʼo̩la-we̩ la kwo tʼadu-we̩ igbe̩le̩-i e̩do̩, dagba u chaka ma dʼef amadu-we̩ abigbe̩le̩-i n."
14,"Tak e̩gba kʼiko uje̩wñ jo̩ Boaz ka ñw u kakini, Lewa emi, kʼe̩ bʼuje̩wñ je̩, kʼe̩ bʼo̩we̩ o̩je̩-we̩ tunyʼomi e̩ka ki de̩. Tak i kwoguane̩ kpenyʼabo ku ma kpʼo̩ka, oñ i mʼo̩ka e̩ro̩ du nʼo̩wo̩ dala ñw u, oñ i je̩, efu-wñ la ko̩, oñ i tʼe̩bo̩bo̩ no̩. "
15,"Tak e̩gba kʼi kwane̩ kʼi jʼo̩ka, Boaz hi abokolobia-wñ owu kakini, Me̩ tʼowñ no̩ kʼi ja ugbo oti le̩, me̩ ki bʼo̩ ina n. "
16,"Me̩ ki ño̩ tʼe̩bo̩bo̩ no̩ jʼane̩ ojʼinata-wñ ñw u. Me̩ je̩ ñw u ja, me̩ ki dejurʼu n."
17,"Abe̩le̩ i fʼo̩ka ja oko le̩ gbogbo wʼolane̩; tak i f e-wñ kʼi ja gwu, i dab e̩ñwa e̩fa o̩ka barliʼka. "
18,Tak i mʼu du oñ i nyʼef ewo le̩; iye o̩ko̩-wñ la fʼe-kʼi ja li; i mʼe-kʼi je̩ bo̩ e̩gba kʼefu-wñ ko̩ le̩ ko dufu ñw u. 
