Verse,Text
1,"Oñ i lewa, iko kʼamakajo̩ nʼo̩da le̩, ukpo̩ta dʼoj ane̩ le̩ akpa. Tak e̩ne̩ke̩le̩ Be̩tle̩he̩m e-Judaʼka nyʼage̩ne̩ ane̩ Moab, owñ kpai o̩ya-wñ kpai amo̩ma-wñ e̩ne̩ke̩le̩ meji. "
2,"Odu e̩ne̩ le̩ ko̩ Elime̩le̩k, odu o̩ya-wñ la ko̩ Neomi. Odu amo̩ma-wñ meji la ko̩ Malo̩n kpai Chilio̩n. Abo E̩frat e-Be̩tle̩he̩m e-Juda ma che. Ma lewa ane̩ Moab, oñ ma kpo̩kpe̩ o̩mo̩. "
3,"Tak Elime̩le̩k, o̩ko̩ Neomi, leku, oñ i bo̩ owñ kpai amo̩ma-wñ e̩ne̩ke̩le̩ meji. "
4,"Taku ma fʼabobule̩ Moab le̩ ne̩ chʼo̩ya; odu e̩ne̩ʼka ko̩ O̩rpa, odu ekeji-wñ la ko̩ Rutu. Oñ ma gugu o̩mo̩ dab o̩do̩ me̩gwa. "
5,"Taku Malo̩n kpai Chilio̩n, ejeji-ma, leku. Abe̩le̩ amo̩ma-wñ meji kpai o̩ko̩-wñ leku bʼonobule̩ le̩ te̩."
6,"Tak owñ kpai amo̩ya amo̩ma-wñ kwane̩, kʼi mudabi bʼojane̩ Moab te̩, todu i gbo̩ ane̩ Moab le̩ abu ki Jihofa lewa fejudo abo-wñ, kʼi la mʼuje̩wñ ko ñwu ma. "
7,Abe̩le̩ owñ kpai amo̩ya amo̩ma-wñ meji kwʼugbo ku ma jo̩ le̩. Oñ ma kʼe̩re̩ nyʼule̩ ku ma mudabi tʼane̩ Juda. 
8,"Neomi muda ka ñw amo̩ya amo̩ma-wñ meji le̩ kakini, Me̩ lo, e̩ne̩ne̩ne̩ne̩-me̩ ki mudabi tʼunyi iye-wñ. Jihofa ki mo̩la ñwu me̩, alu ku me̩ che kpai abo ki ku le̩, kpai omi ge̩. "
9,Jihofa ki je̩ ñw e̩ne̩ne̩ne̩ne̩-me̩ ki li uñmi ef unyi o̩ko̩-wñ. Tak i dʼalu ko̩ ma alu. Oñ ma chi omu-ma nyate̩ araku. 
10,"Taku ma ka ñw u kakini, O̩da, a alebʼuwe̩ dabi tʼugbo abo-we̩. "
11,"Oñ Neomi kakini, Me̩ mudabi, amo̩ma-mi! E̩wñ chi kʼame̩ ale bʼumi? Omi ño̩ nʼo̩ma efu ku ma achʼo̩ko̩-me̩ ta? "
12,"Me̩ mudabi amo̩ma-mi; me̩ lo me̩; omi chʼogijo tʼo̩ko̩ ene̩ le me̩. Omi ma kakini, U chenʼukibeno ta, u chaka nʼo̩ko̩ odu eñini kʼu ño̩ fʼamo̩ma e̩ne̩ke̩le̩ bi, "
13,"ame̩ jʼaje̩do̩ gbogbo taku ma gba kpa? Ame̩ jʼawe enʼo̩ko̩ anede e-le̩? O̩da, amo̩ma-mi, todu e̩do̩-mi kpabie̩ nana todu me̩. Todu o̩wo̩ Jihofa kwodufu achagwunyʼumi me̩. "
14,"Taku ma ño̩ chʼomuma nyate̩ araku ge̩. Tak O̩rpa dʼalu ko̩ iye o̩ko̩-wñ alu, Rutu muda kutʼofe."
15,"Tak i kakini, Go, o̩ya o̩maye o̩ko̩-we̩ mudabi tʼugbo abo-wñ kpai o̩jo̩-wñ me̩; mudabi tʼo̩ya o̩maye o̩ko̩we̩ ubi ke. "
16,"Taku Rutu kakini, E̩ ki kʼumi e̩che̩ kʼu tʼe̩ no̩ n, kʼu dabi bʼuwe̩ ubi te̩ n; todu ugbo du kʼuwe̩ anyi, nanyi; ugbo kʼe̩ ru, naru; abo-we̩ achʼabo-mi, O̩jo̩-we̩ la achʼO̩jo̩ e-mi; "
17,"ugbo kʼuwe̩ aku, o̩mo̩ naku, o̩mo̩ ma la adʼumi ji. Iche̩wñ kʼe̩wñ omune̩ tʼuku le fʼuwe̩ kpʼomi daru, Jihofa ki fʼabe̩le̩ che mi kpai e-ki tʼe-i le̩ ge̩. "
18,"Tak e̩gba kʼi li ka kʼibe-wñ kad elo kpai owñ ogbolo, i tʼo̩la eka ñw u no̩."
19,"Abe̩le̩ ama meji le gbogbo taku ma lewa Be̩tle̩he̩m. Oñ i lewatu, e̩gba ku ma lewa Be̩tle̩he̩m, o̩chaka abo ewo le̩ mudutu nyʼuma o̩la. Abobule̩ kakini, Neomi de̩? "
20,"Oñ i ka ñwu ma kakini, Ame̩ ki do̩ mi ko̩ Neomi"
21,"E̩ko̩ e̩ko̩ oñ u ledufu, Jihofa la mʼumi du dabi wʼunyi o̩wo̩ ofo. E̩wñ chi ku me̩ do̩ mi ko̩ Neomi, abu ki Jihofa la gba ibenu nyʼumi, kʼOdobao̩gagu la che mi o̩bata?"
22,Abe̩le̩ Neomi mudabiwa. Rutu e̩ne̩ Moab kʼi chʼo̩ya o̩ma-wñ laño̩ dabi kwo ojane̩ Moab le̩ wa ge̩. Oñ ma lewa Be̩tle̩he̩m iko ku ma chane̩ eja o̩ka barli.
