Verse,Text
1,"Amo̩maye, a je̩ ñw me̩ ma ufe̩de̩nyo̩ O̩jo̩ kʼi duchele te̩ ef ujeju ujeju abudo̩ Ondu Masido̩nia; "
2,"kakini, Ef o̩bata ki ñwa ma go nana le̩, uyo̩-ma ololololo kpʼale-ma ki nefu i kwu ma bo̩, oñ ma chʼo̩wo̩ anana ñw one̩. "
3,"Todu nagba ibenu kakini, Likpa alu kʼukpahiu-ma de̩, kpʼe-ki tʼukpahiu-ma le, oñ ma ge̩do̩la-ma che le̩, "
4,ma nʼurodubo̩ kpʼo̩ko̩ e̩gbabʼuwa nana kʼo̩wo̩-ma ki tʼef ufe̩de̩nyo̩ kpʼuta eta ef e̩wñ eche ñw abo kiafo̩-i: 
5,"ma la che teju alu kʼa neju-wñ n, ma muda mʼo̩la-ma ko ñw Ondu kpʼawa alu ki dʼO̩jo̩ e̩do̩ ejodudu. "
6,"Todu kʼa dʼugbe̩do̩ ñw Taito̩s le̩ de̩, todu alu kʼi chane̩ o̩gbo̩gba, abe̩le̩ kʼi nafʼufe̩de̩nyo̩ le̩ che tʼukpoji ef ume̩ ge̩. "
7,"Oñ alu kʼame̩ chʼololo ef e̩wñ du, owñ chʼe̩do̩ ekono kpʼo̩la eka kpʼe̩wñ ema kpʼe̩do̩chacha du, kpʼufe̩do̩ ku me̩ ne̩ fe̩do̩ wa, todu kʼame̩ ki ño̩ chʼololo ef ufe̩de̩nyo̩-i ge̩."
8,I chʼeñwa nañwa ñw me̩ oñ naka-i n chai todu kʼu nadʼe̩do̩chacha abomune̩ ojoji ñwʼufe̩do̩-me̩ go kʼu ma o̩gbolo-wñ. 
9,"Todu ame̩ chema ufe̩de̩nyo̩ e-Ondu-wa Jisus Kraist, kakini, Abu kʼi chaka chʼanana, todu me̩ i mud e̩nale, todu kʼame̩ ki mud anana lef ale-wñ le̩. "
10,"Ibe ki dʼef umi ugbo e̩wñ-i oñ nadu ñw me̩; todu i chenʼile ñw me̩, i chʼabu ku me̩ chane̩ kwʼechi echi kate n, i ño̩ dʼume̩ e̩do̩ abe̩le̩ ge̩. "
11,"Oñ fa-i me̩ ki la fʼeche ku me̩ chane̩ eche le̩ che̩ kpoji; todu alu kʼibe-me̩ de̩ kolokolo kʼi dʼume̩ e̩do̩ le̩, abe̩le̩ kʼeche kpoji-wñ kʼi ño̩ kwef e̩wñ kʼo̩wo̩-me̩ tu ge̩. "
12,"Todu iche̩wñ kʼibe ki de̩ kolokolo tane̩, mak O̩jo̩ agba e̩wñ teju e̩wñ kʼone̩ ne̩, i agba teju e-kʼone̩ ma ne̩ n in. "
13,"E-i chʼutodu ki bʼo̩wo̩ lo̩ ñw abomune̩, kʼame̩ ki li o̩bata n, "
14,"chai todu ki chʼokujo̩: ikofa-i ololo e-me̩ chʼutodu unyaru e-ma, todu kʼololo e-ma ki ño̩ chʼutod unyaru e-me̩, todu ki mud okujo̩. "
15,"Owñ chʼalu ki che̩ko̩tane̩ kakini, E̩ne̩ ki ya nana i kwʼu bo̩ n, oñ e̩ne̩ ki ya re i nyarʼowñ n."
16,"Oñ O̩jo̩ nʼugwa, owñ chʼe̩ne̩ ki du e̩do̩chacha kide̩ tef e̩do̩ Taito̩s todu me̩. "
17,"Todabu kʼi mʼo̩ko̩-wa kʼa gba bʼo̩ le̩ gba ochochi, ama abu kʼowñ onugo chʼe̩do̩chacha i la ge̩do̩la-wñ dufu wʼugbo me̩ le̩. "
18,Oñ a ño̩ fʼo̩maye kʼuñwulo̩-wñ ef uche̩nyo̩ dugbo du ef ujeju ujeju abudo̩ Ondu kpe̩ lebʼo̩ ge̩; 
19,"i la chʼe-le̩ kate n, ama owñ ño̩ chʼe̩ne̩ kʼujeju ujeju abudo̩ Ondu kʼo̩wo̩ nʼo oji kʼi lebʼuwa nyʼule̩ kʼa le ef ufe̩de̩nyo̩ kʼa ne̩ che e̩wñ ñw one̩ tod ojima Ondu, kpʼibe-wa ki de̩ kolokolo. "
20,"A himama-wñ, tode̩gba kʼe̩ne̩ du abulumʼuwa ef e̩wñ odimili kʼa che ñw one̩-i, "
21,"todu a libe e̩wñ o̩me̩me̩le̩ tane̩ tod eju Ondu kate n, ama eju amone̩ kpo̩fo̩. "
22,Oñ a fʼo̩maye-wa kʼa fʼu ñwa ef e̩wñ wewe o̩gbe̩nugbe̩ kʼi chʼe̩ne̩do̩chacha kpe̩ lebʼuma. Fa-i i la nʼe̩do̩chacha tule nana tod ame̩ kʼi ake̩do̩no ololo le̩. 
23,"Dagba kʼi chʼe-Taito̩s, owñ chʼuta-mi kpʼe̩ne̩ ki abʼumi chuko̩lo̩ todu me̩. Abe̩k amo̩maye-wa le̩, ama chʼame̩nukpuche̩ e-ujeju ujeju abudo̩ Ondu, ojima Kraisti ma che. "
24,Todule̩ me̩ ki dʼuñwa ufe̩do̩-me̩ kpʼuba-wa todu me̩ ña ma eju ujeju ujeju abudo̩ Ondu.
