Verse,Text
1,"Tak E̩liashib agboji amatama kwane̩ manyʼamo̩maye-wñ amatama le̩, oñ ma fʼAlaku Ame̩wño̩re̩ egini ne. Ma fʼu che kʼi fo̩ oñ ma mʼolugbana-wñ ko dago; ma che kʼi fo̩ gbogbo wa o̩do̩go̩ Hameya gbogbo wa odo̩go̩ Hanane̩l. "
2,Aboke̩le̩ Je̩riko la jʼakolo-wñ ane. Zakur o̩ma Imri dʼakolo-wñ o̩wo̩ʼka ane̩.
3,"Amo̩ma Hase̩naa la ne Alaku E̩ja: ma kʼigbo oli-wñ nyʼane̩ oñ ma kʼolu-gbana-wñ dago, tʼukodo-wñ, tʼoli uro̩-na-wñ. "
4,"Oñ Me̩re̩mo̩t o̩ma Uraya, o̩ma Hakoz dʼakolo̩ e-ma añwo̩che. Oñ Me̩shulam o̩ma Be̩re̩kaya, o̩ma Me̩shczabe̩l dʼakolo-ma añwo̩che. Zedo̩k o̩ma Beana dʼakolo e-ma añwo̩che. "
5,Oñ abo Te̩koa jʼakolo e-ma añwo̩che; abojima-ma muda je̩ dʼo̩lo̩-ma tʼuko̩lo̩ Ondu-ma n.
6,"Oñ Je̩hoyada, o̩ma Paseya, kpai Me̩shulam, o̩ma Be̩so̩deya, fʼAlaku Igbele le̩ ñwo̩che; ma kʼigbo-wñ jo̩, oñ ma kʼo̩lugbana-wñ dago kpai ukodo-wñ kpai ugbo̩lo̩ oli ku ma du rʼo̩na-wñ. "
7,"Oñ Me̩lataya e̩ne̩ Gibeo̩n le̩ kpai Jadon e̩ne̩ Me̩ro̩nota aboke̩le̩ Gibeo̩n, kpai Mizpa, ku ma jʼef o̩da igo̩bina eju-daba ohimini, jʼakolo e-ma añwo̩che. "
8,"Uzie̩l, o̩ma Harhaya, ku ma chʼama-gwalo̩ o̩jamalia, jʼakolo-wñ añwo̩che. Oñ Hananiya e̩ne̩ʼka ef abo ku ma che otulale, dʼakolo-wñ añwo̩che; ma la fʼaku Je̩rusale̩m ne gbogbo wʼugbo o̩do̩ ki nʼabe̩ le̩. "
9,"Oñ Refaya, o̩ma He̩r, agboji ukpe̩reji ane̩ Je̩rusale̩m, jʼakolo e-ma añwo̩che. "
10,"Oñ Je̩daya, o̩ma Harumaf, dʼakolo e-ma añwo̩che o̩wo̩ ugbo kʼunyi-wñ de̩ kpakpa; oñ Hatush, o̩ma Hashabeniya, dʼakolo-wñ añwo̩che. "
11,"Malkija, o̩ma Harim, kpai Hashub, o̩ma Pahat-moab, fʼukpe̩ omune̩ ñwo̩che kpai o̩do̩go̩ aido aido le̩. "
12,"Oñ Shalum, o̩ma Halo̩he̩sh, agboji ukpe̩reji ane̩ Je̩rusale̩m owñ kpai amo̩ma-wñ onobule̩ jʼakolo-wñ añwo̩che. "
13,"Hanun kpai abo ku ma dodo Zanoa ñw Alaku O̩go̩ le̩ che; ma fʼu ne, taku ma kʼolugbana-wñ dago, tʼukodo-wñ kpai ugbo̩lo̩ oli uro̩na-wñ, manyʼo̩do̩-wñ ohibo̩wo̩ icham nyo̩gwo̩ko̩ gbogbo wa Alaku Ubio̩ko."
