Verse,Text
1,"Oñ i lewatu ubi le̩, Absalom, o̩ma Defid nʼo̩maye onobule̩ ki chʼali-fia, e-kʼodu-wñ ko̩ Temar: onobule̩ le̩ la mu Amno̩n, o̩ma Defid, e̩do̩. "
2,"E̩do̩ñwañwala kʼAmno̩n che tod o̩maye-wñ, Temar, je̩ ñw o̩ga fʼu mu; todu i ma e̩ne̩ke̩le̩ mama ta n; i la firʼAmno̩n alu kʼi ale kʼi ado̩wo̩kadʼo. "
3,"Amno̩n muda nʼonukuʼka kʼodu-wñ ko̩ Jo̩nadab, o̩ma Shimea o̩maye Defid, i che; Jo̩nadab le̩ la chʼe̩ne̩ ugbeju tabale. "
4,"Tak i ka ñw u kakini, Uwe̩, o̩ma onu, o̩jo̩ñwa o̩jo̩ñwa e̩ gbo̩gbe̩ alo? Uwe̩ aka ñwu mi e̩wñ kʼi chi n? Tak Amno̩n ka ñw u kakini, Temar, o̩maye o̩maye-mi Absalom, chemʼumi e̩do̩. "
5,"Taku Jo̩nadab ka ñw u kakini, E̩ kwodachi oj ate̩-we̩, kʼe̩ chʼakpaine̩ dabe̩ne̩ kʼe̩ cho̩ga; tak e̩gba kʼata-we̩ lewa, go, e̩ ka ñw u kakini, Nagbo̩ko̩bʼe̩ kʼe̩ je̩ ñw o̩maye-mi Temar lewa kʼi dʼuje̩wñ ñwu mi je̩, kʼi fʼuje̩wñ le̩ ñwo̩che eju-mi, kʼu fʼu li, kʼu ño̩ je̩ kwef o̩wo̩-wñ. "
6,"Abe̩le̩ Amno̩n kwodachi, oñ i chʼakpaine̩ dabe̩ne̩ kʼi acho̩ga. Tak e̩gba kʼonu lewa go, Amno̩n ka ñw onu kakini, Agba, e̩ je̩ ñw o̩maye-mi Temar lewa, ki fʼakala meji che eju-mi, kʼu je̩ kwef o̩wo̩-wñ."
7,"Taku Defid fʼonuche̩ kpe̩ nyʼunyi ugbo Temar, i kakini, Lo tʼunyi o̩maye-we̩ Amno̩n abajo̩-i kʼe̩ fʼuje̩wñ ñwo̩che ñw u. "
8,"Abe̩le̩ Temar le tʼunyi o̩maye-wñ Amno̩n ugbo kʼi dachi o̩mo̩. Tak i mʼomu e̩fo̩ du, oñ i fʼu kpo, tak i mʼu du bo̩ akala eju-wñ, oñ i fʼakala le̩ de̩. "
9,"Tak i mʼanade-wñ du, oñ i mʼu ko dajo̩ o̩gba-wñ; i la ko̩ eje̩. Tak Amno̩n kakini, Je̩ ñw abo-i chaka ki kwodufu bʼumi te̩. Abe̩le̩ o̩chaka amone̩ le̩ kwʼugbo-wñ dufu. "
10,"Tak Amno̩n ka ñwu Temar kakini, Mʼuje̩wñ le̩ du wʼef unyi emi kʼu naje̩ o̩wo̩-we̩. Taku Temar mʼakala kʼi che le̩ ko wʼef unyi ugbo Amno̩n, o̩maye-wñ. "
11,"Tak e̩gba kʼi mʼu ko wʼugbo-wñ kʼi je̩, Amno̩n gwo̩nyʼu, oñ i ka ñw u kakini, Lewa bʼumi dachi, o̩maye-mi. "
12,"Tak i dohi ñw u kakini, O̩da, o̩maye-mi; e̩ ki chi mi ukata abe̩le̩ n; todu i dukpe̩ ku ma che e̩wñ abe̩i ojane̩ Israe̩l kilikili n: uwe̩ ki che e̩wñ-tuñ-i n. "
13,"Mak omi, ugbo nadʼanyo̩-mi le? I la chʼe-we̩, uwe̩ adab e̩no̩waiʼka ef abo Israe̩l. Fai, agba, e̩ ka ñw onu; todu i ako̩ edʼumi ñw e̩ n. "
14,"I muda ko̩ egbʼomu-wñ gbo̩; oñ abu kʼi gbiti tʼowñ le, i fʼu kamane̩, tak i bʼo̩ dachi."
15,"Tak Amno̩n chane̩ echulaka-wñ nana tabale; todu ulaka-wñ kʼi ache tʼefe̩do̩ kʼi fe̩do̩-wñ ejodudu le. Tak Amno̩n ka ñw u kakini, Kwane̩, kʼe̩ lo we̩! "
16,"Tak onobule̩ le̩ ka ñw u kakini, O̩da n, todu ene mi dufu-i bie̩ne̩ nana tʼe-kʼe̩ che mi le̩ le. I la ko̩ enetirʼu. "
17,"Tak i fʼokolobia kʼi ache e̩wñ ñw u do̩ wa, oñ i kakini, Mʼonobule̩-i du dufu bʼumi eju te̩ ke, kʼe̩ fʼoli tʼo̩na ubi-wñ. "
18,"Onobule̩ le̩ la nyʼafe̩ kʼina-wñ chʼojoji ojoji; todu amo̩ma onu ku ma ma mʼe̩ne̩ke̩le̩ n anyʼafe̩ abe̩le̩. Tak adu-wñ mʼowñ du dufu, oñ i fʼoli tʼo̩na ubi-wñ. "
19,"Taku Temar mʼelulu ko nyʼo̩la-wñ oji, oñ i fʼafe̩ e̩kina kʼi dʼo̩la-wñ le̩ fana; i la mʼo̩wo̩-wñ ko gbʼoji, tak i le owñ, oñ i nʼaku aro̩ taa ab i alo."
20,"Tak Absalom o̩maye-wñ ka ñw u kakini, Amno̩n o̩maye-we̩ wʼugbo we̩ le̩? E̩ muda chechi ta, o̩maye-mi, todu kʼo̩maye-we̩ de̩, e̩wñ-i ki wʼe̩ n. Abe̩le̩ Temar kate gugu ef unyi Absalom o̩maye-wñ. "
21,"Ama e̩gba kʼonu Defid gbo̩ e̩wñ-i chaka, i wʼo̩ nana. "
22,"Absalom la ko̩la e̩nyo̩ abe̩k e̩bie̩ne̩ ñw Amno̩n in; todu Absalom nʼulaka Amno̩n ache, todabu kʼi fʼo̩maye-wñ Temar demane̩."
23,"Oñ i lewatu abu kʼo̩do̩ odukulu meji muda, kʼAbsalom nʼabo ku ma ja edudu amala-wñ Beal-hazo̩r, e-kʼi dʼo̩wo̩ʼka Ifraim. Absalom fʼamo̩ma onu chaka do̩ wa. "
24,"Tak Absalom lewa ugbo onu, oñ i kakini, Go ta, adu-we̩-i chenʼabo ku ma ja edudu amala-wñ; nagbo̩ko̩bʼe̩ kʼonu kpai abo-wñ ki lebʼadu-we̩-i. "
25,"Tak onu ka ñw Absalom kakini, I ki dʼabe̩le̩ n, o̩ma-mi, o̩chaka wa ki le n, tode̩gba kʼaduwa anʼe̩ oji. I muda kutʼo̩: i la je̩ le n, i muda kadua ñw u. "
26,"Tak Absalom kakini, E̩ ma le n, nagbo̩ko̩bʼe̩ kʼe̩ je̩ ñw o̩maye-mi Amno̩n kʼi lebʼuwa. Tak onu ka ñw u kakini, E̩wñ chi kʼi ale bʼe̩? "
27,"Absalom muda kutʼo̩, tak i je̩ ñw Amno̩n kpai amo̩ma onu chaka ku ma lebʼo̩. "
28,"Tak Absalom ñwa ñw abuko̩lo̩-wñ kakini, Me̩ feju bʼo̩ le ta, e̩gba kʼe̩do̩ Amno̩n bo̩ ñw o̩te̩; tak e̩gba kʼu naka ñwu me̩ kakini, Me̩ du e̩wñ nu Amno̩n, e̩gbale̩ me̩ mʼu du kpa; me̩ ki railo n; i chʼomi ñwa ñwu me̩ n? Me̩ fʼe̩do̩ ne̩, fejugbiti. "
29,"Oñ abuko̩lo̩ Absalom che Amno̩n alu ku Absalom ñwa ñwu ma. Tak amo̩ma onu chaka kwane̩, oñ e̩ne̩ne̩ne̩ne̩ tano imiulu-wñ oñ ma ra le."
30,"Oñ i lewatu, abu ku ma jʼej o̩na alo, inabali-wñ lewa ugbo Defid kakini, Absalom fʼamo̩ma onu kpa chaka, e̩ne̩ kate bo̩ n. "
31,"Tak onu kwane̩, oñ i fʼe̩wñ o̩la-wñ fana, i la kwodachi ane̩pe̩te̩; oñ abuko̩lo̩-wñ chaka dago kpenyʼu, ukpo-ma la chʼe̩fana. "
32,"Tak Jo̩nadab, o̩ma Shimea, o̩maye Defid, dohi, oñ i kakini, Odu-mi kʼi do̩ ka ku ma fʼabokolobia ku ma chʼamo̩ma onu chaka kpa n; todu Amno̩n kate ku; todu alu kʼAbsalom fʼe-le̩ ka te̩ akwʼo̩jo̩ kʼi fu Temar o̩maye-wñ de-mane̩ le̩ de̩. "
33,"Todule̩ fai, odu-mi onu ki mʼo̩la-i du tʼe̩do̩, kʼi do̩ ka kʼamo̩ma onu chaka ku n; chai Amno̩n kate ku."
34,"Absalom muda ra. Oñ okolobia kʼi adide o̩mo̩ mʼeju-wñ chi go ej o̩na, me̩ la go, amone̩ wewe darʼo̩ ubi le o̩na ibe̩ uwo. "
35,"Taku Jonadab ka ñw onu kakini, Go, amo̩ma onu lewa me̩; alu kʼadu-we̩ ka le̩, abe̩le̩ i de̩. "
36,"Oñ i lewatu, abu kʼi fʼo̩la le̩ ka kpoji ababa, go, amo̩ma onu lewa, ma la chi omu-ma nyate̩ araku. Tak onu kpai abuko̩lo̩-wñ chaka ño̩ nʼaku aro̩ nana."
37,"Absalom muda ra, oñ i nyʼugbo Talmai, o̩ma Amihud, kʼi chʼonu Ge̩shur. "
38,"Defid la deku o̩ma-wñ o̩jo̩ du. Abe̩le̩ Absalom ra, oñ i le tu Ge̩shur, i la dʼo̩do̩ me̩ta o̩mo̩. "
39,"E̩do̩ Defid onu la akʼo̩ e̩che̩ kʼi dufu nyʼugbo Absalom; todu e̩do̩-wñ nyi ugbo Amno̩n me̩, abu kʼi leku."
