Verse,Text
1,"Mala’ikun nan biyu suka iso Sodom da yamma. Lot kuwa yana zama a hanyar shiga birnin. Da ya gan su, sai ya tashi don yă tarye su, ya kuma rusuna da fuskarsa har ƙasa. "
2,"Ya ce, “Ranku yă daɗe, ina roƙonku ku ratsa zuwa gidan bawanku. Ku wanke ƙafafunku, ku kwana, sa’an nan ku kama hanyarku da sassafe.”"
3,"Amma ya nace musu ƙwarai, sai suka tafi tare da shi, suka kuma shiga gidansa. Ya shirya musu abinci, ya gasa burodi marasa yisti, suka ci. "
4,"Kafin suka shiga barci, sai ga dukan mutane, ƙanana da manya daga kowane ɓangare na birnin Sodom, suka kewaye gidan. "
5,"Suka kira Lot, suka ce, “Ina mutanen da suka zo wurinka a daren nan? Fito mana da su waje domin mu kwana da su.”"
6,"Lot ya fita daga cikin gida, ya rufe ƙofar a bayansa. Ya je wurin mutanen "
7,"ya ce musu, “A’a, abokaina kada ku yi wannan mummunan abu. "
8,"Duba, ina da ’ya’ya mata biyu waɗanda ba su taɓa sanin namiji ba, bari in kawo muku su ku yi kome da kuke so da su. Amma kada ku taɓa waɗannan mutane, gama su baƙina ne kuma dole in tsare su.”"
9,"Sai mutanen birnin suka amsa, “Ba mu wuri! Wannan mutum ya zo nan kamar baƙo, ga shi yanzu yana so yă zama alƙali! Za mu wulaƙanta ka fiye da su.” Suka ci gaba da matsa wa Lot lamba, suka matsa kusa domin su fasa ƙofar."
10,"Amma mutanen da suke ciki suka miƙa hannunsu, suka ja Lot zuwa cikin gida, suka rufe ƙofar. "
11,"Sai suka bugi mutanen da suke a bakin ƙofar gidan da makanta, ƙanana da manya duka, har suka gajiyar da kansu, suna lalluba inda ƙofar take."
12,"Mutanen nan biyun suka ce wa Lot, “Kana da wani a nan, ko surukai, ko ’ya’ya maza ko mata, ko kuwa wani dai a cikin birni wanda yake naka? Ka fitar da su daga nan, "
13,gama za mu hallaka wannan wuri. Kukan da aka yi ga 
14,"Saboda haka Lot ya tafi ya yi magana da surukansa waɗanda suka yi alkawari za su aure ’ya’yansa mata. Ya ce, “Ku yi sauri ku fita daga wannan wuri, gama "
15,"Gari na wayewa, sai mala’ikun nan suka ƙarfafa Lot suna cewa, “Yi sauri! Ka ɗauki matarka da ’ya’yanka biyu mata waɗanda suke a nan, don kada a shafe ku sa’ad da ake hukunta birnin.”"
16,"Da yana jan jiki, sai mutanen suka kama hannunsa da hannuwan matarsa da na ’ya’yansa biyu mata, suka kai su bayan birni, gama "
17,"Da suka fitar da su, sai ɗaya daga cikin mala’ikun ya ce, “Ku gudu domin ranku; kada ku duba baya, kada kuma ku tsaya ko’ina cikin kwarin! Ku gudu zuwa cikin duwatsu, don kada a hallaka ku!”"
18,"Amma Lot ya ce musu, “A’a, ranka yă daɗe, ka yi haƙuri! "
19,"Bawanku ya riga ya sami tagomashi daga gare ku, kun kuma nuna mini alheri mai yawa. Ba zan iya in gudu zuwa duwatsu ba, wannan masifa za tă same ni, zan kuma mutu. "
20,"Ga ɗan gari can ya fi kusa inda zan gudu in fake. Bari in gudu zuwa can, in tsirar da raina.”"
21,"Sai ya ce masa, “Na yarda da abin da ka ce, ba zan hallakar da garin da ka ambata ba. "
22,"Gaggauta, ka gudu zuwa can, ba zan yi kome ba sai ka isa can.” (Domin haka ne ake kira garin Zowar.)"
23,"A lokacin da Lot ya isa Zowar, rana ta hau. "
24,Sai 
25,"Haka ya hallakar da waɗannan birane da kuma kwarinsu gaba ɗaya, haɗe da dukan waɗanda suke zama a biranen, da kuma dukan shuke-shuke da suke cikin ƙasar. "
26,"Amma matar Lot ta waiwaya baya, ta kuma zama ginshiƙin gishiri."
27,"Da sassafe kashegari, Ibrahim ya tashi ya koma wurin da dā ya tsaya a gaban "
28,"Ya duba ta wajen Sodom da Gomorra, da wajen dukan filayen ƙasar, sai ya ga hayaƙi baƙin ƙirin yana tashi daga ƙasar kamar hayaƙi daga matoya."
29,"Saboda haka sa’ad da Allah ya hallaka waɗannan biranen kwarin, ya tuna da Ibrahim, ya kuma fitar da Lot daga masifar da ta hallaka biranen da Lot ya zauna."
30,"Lot da ’ya’yansa biyu mata suka bar Zowar suka kuma zauna a cikin duwatsu, gama ya ji tsoro yă zauna a Zowar. Shi da ’ya’yansa biyu mata suka zauna a ciki wani kogo. "
31,"Wata rana ’yarsa babba ta ce wa ƙanuwarta, “Mahaifinmu ya tsufa, kuma babu wani mutum kusa a nan da zai yi mana ciki mu haifi ’ya’ya; yadda al’ada take a ko’ina a duniya. "
32,"Bari mu sa mahaifinmu yă sha ruwan inabi, sa’an nan sai mu kwana da shi, don kada zuriyar mahaifinmu ta ƙare.”"
33,"A wannan dare, suka sa mahaifinsu ya sha ruwan inabi, ’yar farin ta shiga ta kwana da shi. Shi kuwa bai san sa’ad da ta kwanta ko sa’ad da ta tashi ba."
34,"Kashegari, ’yar farin ta ce wa ƙanuwar, “Jiya da dare na kwana da mahaifina. Bari mu sa yă sha ruwan inabi kuma yau da dare, ke ma ki shiga ki kwana da shi, domin kada zuriyar mahaifinmu ta ƙare.” "
35,"Sai suka sa mahaifinsu ya sha ruwan inabi, a wannan dare ma, ƙanuwar ta shiga ta kwana da shi. Bai kuwa san sa’ad da ta kwanta ko sa’ad da ta tashi ba."
36,Ta haka ’ya’yan Lot biyu mata duk suka yi ciki daga mahaifinsu. 
37,"’Yar farin ta haifi ɗa, ta kuma ba shi suna Mowab, shi ne mahaifin Mowabawa a yau. "
38,"’Yar ƙaramar ma ta haifi ɗa, ta kuwa ba shi suna Ben-Ammi,"
