Verse,Text
1,"Aka faɗa wa Yowab cewa, “Sarki yana kuka, yana kuma makoki saboda Absalom.” "
2,"Saboda haka sai nasarar da aka yi a ranar ta zama makoki ga dukan sojoji, gama a ranar, rundunoni sun ji an ce, “Sarki yana baƙin ciki domin ɗansa.” "
3,"Mutane fa suka shiga birni shiru, sai ka ce waɗanda sukan sace jiki don kunya sa’ad da suka gudo daga yaƙi. "
4,"Sarki ya rufe fuskarsa ya yi kuka da ƙarfi yana cewa, “Ya ɗana Absalom! Ya Absalom ɗana, ɗana!”"
5,"Sai Yowab ya shiga gidan sarki ya ce, “Yau ka kunyatar da dukan mutanenka, waɗanda ba da daɗewa ba sun ceci ranka, da rayukan ’ya’yanka maza, da na ’ya’yanka mata, da na matanka da kuma na ƙwarƙwaranka. "
6,"Kana ƙaunar maƙiyinka, kana ƙin waɗanda suke ƙaunarka. Ka bayyana a fili cewa komandodi da sojojinsu ba kome ba ne a gare ka. Na ga cewa da za ka yi farin ciki, da a ce Absalom yana da rai a yau, dukanmu kuma mun mutu. "
7,Yanzu ka fita ka ƙarfafa mutanenka. Na rantse da 
8,"Saboda haka sarki ya tashi, ya zauna a bakin hanyar shiga. Da aka faɗa wa mutane cewa, “Sarki yana zaune a bakin hanyar shiga,” sai duk suka zo gabansa."
9,"Mutane ko’ina a kabilan Isra’ila, suka yi ta gardama da juna, suna cewa, “Sarki ne ya cece mu daga hannun abokan gābanmu, shi ne kuma ya kuɓutar da mu daga hannun Filistiyawa. Amma ga shi ya tsere daga ƙasar saboda Absalom; "
10,"kuma shi Absalom, da muka naɗa yă yi mulkinmu, ya mutu a yaƙi. Saboda haka don me ba kwa ce wani abu game da dawo da sarki?”"
11,"Sai Sarki Dawuda ya aika da saƙo zuwa wurin Zadok da Abiyatar, firistoci, ya ce, “Ku tambayi dattawan Yahuda, ‘Me ya sa ku ne za ku zama na ƙarshe a yin tunanin komar da sarki zuwa fada, da yake abin da ake faɗi ko’ina a Isra’ila ya kai kunnen sarki a mazauninsa? "
12,"Ku ’yan’uwana ne, jikina, jinina kuma. To, don me za ku zama na ƙarshe na yarda a dawo da sarki zuwa fada?’ "
13,"Ku kuma ce wa Amasa, ‘Ashe, kai ba jikina ba ne da jinina? Allah yă hukunta ni, da hukunci mai tsanani, idan daga yanzu ba ka zama komandan sojojina a maimakon Yowab ba.’ ”"
14,"Ta haka ya rinjayi zukatan dukan mutane Yahuda, kamar mutum ɗaya. Suka aika da saƙo wurin sarki suka ce, “Ka dawo, kai da dukan mutanenka.” "
15,"Sa’an nan sarki ya dawo, ya kuma tafi har zuwa Urdun."
16,"Shimeyi ɗan Gera, mutumin Benyamin daga Bahurim ya gaggauta, ya gangara tare da mutanen Yahuda don su taryi Sarki Dawuda. "
17,"Tare da shi akwai kabilar Benyamin mutum dubu, tare da Ziba, mai hidimar gidan Shawulu, da ’ya’yansa maza goma sha biyar, da bayi ashirin. Suka ruga zuwa Urdun, inda sarki yake. "
18,"Suka haye a mashigin don su ƙetaro da iyalin sarki, su kuma yi duk abin da yake so."
19,"ya ce masa, “Ranka yă daɗe, ina roƙonka kada ka riƙe laifina a zuciya. Kada ka tuna da laifin da na yi maka ranka yă daɗe, ranan nan da kake gudu daga Urushalima. Kada ka tuna da shi ko kaɗan. "
20,"Na sani ni bawanka na yi maka laifi. Shi ya sa na zama na farko daga dukan Gidan Yusuf, da mutanen Isra’ila wanda ya fito don yă tarye ka yau, ranka yă daɗe, sarki.”"
21,"Sai Abishai ɗan Zeruhiya ya ce, “Bai kamata a kashe Shimeyi saboda wannan ba? Ya la’anci shafaffe na "
22,"Dawuda ya ce, “Me ya haɗa ni da ku, ku ’ya’yan Zeruhiya? Yau ɗin nan kun zama maƙiyana! Ya kamata a kashe wani a Isra’ila a yau? Ban san cewa yau ni sarki ne a bisa Isra’ila ba?” "
23,"Saboda haka sarki ya ce wa Shimeyi, “Ba za ka mutu ba.” Sarki kuwa ya yi alkawari har da rantsuwa."
24,"Mefiboshet, jikan Shawulu, shi ma ya gangara don yă taryi sarki. Tun daga ranar da sarki ya gudu har ran da ya komo lafiya, Mefiboshet bai lura da ƙafafunsa, ko yă aske gemunsa, ko yă wanke tufafinsa ba. "
25,"Sa’ad da ya zo daga Urushalima don yă taryi sarki, sai sarki ya ce masa, “Me ya sa ba ka tafi tare da ni ba Mefiboshet?”"
26,"Sai ya ce, “Ranka yă daɗe sarki, da yake bawanka gurgu ne, na ce, ‘A sa mini sirdi a kan jakina don in hau in tafi tare da sarki.’ Amma Ziba bawana ya bashe ni. "
27,"Ya kuwa ɓata suna bawanka a gaban ranka yă daɗe, sarki. Ranka yă daɗe, sarki yana kama da mala’ikan Allah, ka yi abin da ka ga ya fi maka kyau. "
28,"Duk zuriyar kakana ba su cancanci kome ba sai mutuwa daga ranka yă daɗe, amma ka ba wa bawanka wuri cikin mutanen da suke ci a teburinka. Saboda haka, wanda ’yanci nake da shi da zan yi wani ƙarin roƙo a wurin sarki?”"
29,"Sarki ya ce masa, “Me ya sa kake zancen nan? Ai, na riga na umarta, da kai, da Ziba ku raba filayen.”"
30,"Mefiboshet ya ce wa sarki, “Bari yă ɗauki kome, yanzu da ranka yă daɗe, sarki ya dawo gida lafiya.”"
31,"Barzillai mutumin Gileyad shi ma ya zo daga Rogelim don yă ƙetare Urdun tare da sarki, yă kuma sallame shi daga can. "
32,"To, Barzillai fa tsoho ne, mai shekara tamanin. Ya tanada wa sarki a lokaci da yake Mahanayim, gama shi attajiri ne. "
33,"Sarki ya ce wa Barzillai, “Ka ƙetaro tare da ni ka zauna tare da ni a Urushalima, zan kuwa tanada maka.”"
34,"Amma Barzillai ya ce wa sarki, “Shekara nawa ya rage mini har da zan tafi Urushalima da sarki? "
35,"Yanzu ina da shekara tamanin. Zan iya bambanta abu mai daɗi da marar daɗi kuma ne? Bawanka zai iya jin ɗanɗano abin da yake ci, ko yake sha ne? Har yanzu zan iya jin muryoyin mawaƙan maza da mata? Don me bawanka zai zama ƙari kaya ga ranka yă daɗe? "
36,"Bawanka zai ƙetare Urdun tare da sarki, yă ɗan yi maka rakiya kaɗan. Me ya sa ranka yă daɗe zai ba ni irin wannan lada. "
37,"Ka bar bawanka yă koma, don in mutu a garina, kusa da kabarin mahaifina da mahaifiyata. Amma ga bawanka Kimham. Bari yă ƙetare tare da ranka yă daɗe, sarki. Ka yi abin da ka ga dama da shi.”"
38,"Sarki ya ce, “Kimham zai ƙetare tare da ni, zan kuwa yi masa abin da ya gamshe ka. Kuma duk abin da kake bukata a wurina, zan yi maka.”"
39,"Saboda haka dukan mutane suka ƙetare Urdun, sa’an nan kuma sarki ma ya ƙetare. Sarki ya yi wa Barzillai sumba ya albarkace shi, sa’an nan Barzillai ya koma gidansa."
40,"Sa’ad da sarki ya ƙetare zuwa Gilgal, Kimham ma ya ƙetare tare da shi. Dukan sojojin Yahuda da rabin sojojin Isra’ila suka ƙetare da sarki."
41,"Nan take sai ga mutane Isra’ila suna zuwa wurin sarki, suna cewa, “Don me ’yan’uwanmu, mutanen Yahuda, suka saci sarki, suka kawo shi da iyalinsa a ƙetaren Urdun, tare da dukan mutanensa?”"
42,"Dukan mutanen Yahuda suka ce wa mutanen Isra’ila, “Mun yi haka domin sarki danginmu na kurkusa ne. Don me kuke fushi game da wannan? Mun ci wani abu daga cikin kayan sarki ne? Mun ɗauki wani abu wa kanmu ne?”"
43,"Sa’an nan mutanen Isra’ila suka ce wa mutanen Yahuda, “Muna da rabo goma a wurin sarki; ban da haka ma, muna da hakki mafi yawa a wurin Dawuda fiye da ku. Don me kuke mana reni? Ba mu ne ma muka fara magana dawowa da sarki ba?”"
