Verse,Text
1,"Oñ ochu e̩ke̩gweji, owñ chʼochu Adar, o̩jo̩ e̩ke̩gwe̩ta ochu le̩, e̩gba kʼo̩da kʼonu ñwa kpai o̩la kʼi dute̩ me̩ru eche, o̩jo̩ kʼame̩nebi amaJu kibeno ka kʼama anʼo̩da-ma, (o̩la le̩ muda murida ojoji, oñ amaJu nʼo̩da abo ku ma chulaka ma,) "
2,"tak amaJu kʼo̩la-ma jeju jo̩ ewo ewo-ma ugbo du ojane̩ ojane̩ onu Ahasurus chaka, ku ma gwo̩nyʼabo ku ma tene eche ma e̩bie̩ne̩. E̩ne̩ du la bʼuma jo̩ n, todu ailo-ma kwobʼamone̩ du ma. "
3,"Oñ amagboji ojane̩ ojane̩ chaka, kpai amakomonu kpai amigobina kpai abo ku ma chʼuko̩lo̩ onu, bʼamaʼJu che, todabu kʼailo Morde̩kai bʼumama. "
4,"Todu Mo̩rde̩kai chʼe̩ne̩lile ef unyi onu, uwohi-wñ le̩ dufu tʼojane̩ ojane̩ chaka; todu e̩ne̩ ku ma do̩ ko̩ Mo̩rde̩kai le̩ nanana alo waa. "
5,Oñ amaju nʼo̩kwo̩chageli chaka kpai one̩ ekpa kpai echile̩che̩ gwʼame̩nebi-ma chaka dajane̩; oñ ma che abo ku ma chulaka ma e̩wñ du ki dʼuma e̩do̩. 
6,"Efu Shushan, unyi onu le̩, amaJu fʼone̩ oli me̩gwa kpa, ma fʼuma chile̩che̩, "
7,manyu Parshandata kpai Dalfon kpai Aspata 
8,kpai Porata kpai Adalia kpai Aridata 
9,kpai Parmashta kpai Arisai kpai Aridai kpai Faizata. 
10,"Ma fʼamo̩ma e̩ne̩ke̩le̩ Heman o̩ma Hamedata, e̩ne̩ ki kobʼamaʼJu le̩ me̩gwa kpa; ma muda do̩wo̩-kadʼane̩-ma n."
11,O̩jo̩ le̩ ma ño̩ mʼaluka one̩ ku ma kpa efu Shushan unyi onu du ka ñw onu. 
12,"Tak onu ka ñw E̩sta o̩ya-wñ kakini, AmaJu fʼaboke̩le̩ oli me̩gwa kpa efu Shushan unyi onu-i, manyʼamo̩ma Heman me̩gwa le̩. Abu e-kʼuma che ojane̩ ojane̩ onu ki bo̩ ade̩? E̩wñ chʼebi kʼe̩ ñʼabi ge̩? Ma la adʼu ñw e̩. E̩wñ chʼe-kʼe̩ ñʼatene manyʼu ge̩? Ma la ache. "
13,"Tak E̩sta kakini, Iche̩wñ ki rʼonu e̩do̩, e̩ je̩ ñwu ma dʼo̩da ñw amaJu ku ma jo̩ Shushan ku ma ño̩ che alu kʼo̩da e-eñini de̩ o̩na ge̩. Kʼe̩ laño̩ je̩ ñw ma kʼamo̩ma Heman me̩gwa lo̩ko̩li oku le̩. "
14,"Tak onu ñwañwu ma ku ma fʼabe̩le̩ che, ma ño̩ dʼo̩da le̩ wʼane̩ Shushan; oñ ma kʼamo̩ma Heman me̩gwa le̩ lo̩ko̩li. "
15,"Tak amaJu ku ma jo̩ Shushan ño̩ kʼo̩la-ma jeju o̩jo̩ e̩ke̩gwe̩le̩ ochu Adar ge̩, oñ ma fʼaboke̩le̩ oli me̩fa kpa Shushan; ma muda do̩wo̩kadʼane̩-ma n."
16,"Oñ amaJu ki bo̩ ku ma jʼojane̩ ojane̩ onu le̩kʼo̩la-ma jeju ku ma jadu ojima, taku ma nʼuñmi ugbo ame̩ne̩bi-ma, ma la kpʼone̩ icham nyʼo̩gwo̩ko̩ u-gbo e̩te̩gwa nyoke me̩lu kwef abo ku ma chʼulaka-ma; ma muda do̩wo̩kadʼane̩-ma n. "
17,"O̩jo̩ e̩ke̩gwe̩ta ochu Adar ma che-i; taku ma kwoñmi o̩jo̩ e̩ke̩gwe̩le̩-wñ, oñ ma dʼu chʼojo uje̩wñ eje̩ kpai e̩do̩ e̩bo̩. "
18,"Ama amaju ku ma jo̩ Shushan kʼo̩la-ma jeju o̩jo̩ e̩ke̩gwe̩ta-wñ kpai o̩jo̩ e̩ke̩gwe̩le̩-wñ; tak o̩jo̩ e̩ke̩gwe̩-lu ochu le̩ ma ñmi, oñ ma mʼu du chʼo̩jo̩ uje̩wñ eje̩ kpai e̩do̩ e̩bo̩. "
