Verse,Text
1,"A kwanakin nan sai Hezekiya ya kamu da ciwo ya kuma kusa ya mutu. Annabi Ishaya ɗan Amoz ya tafi wurinsa ya kuma ce, “Ga abin da "
2,Hezekiya ya juye fuskarsa wajen bango ya kuma yi addu’a ga 
3,"“Ka tuna, ya "
4,Sai maganar 
5,"“Ka tafi ka faɗa wa Hezekiya, ‘Ga abin da "
6,Zan kuwa cece ka da wannan birni daga hannun sarkin Assuriya. Zan kiyaye wannan birni.
7,“ ‘Ga alamar 
8,Zan sa inuwar da rana ta yi a kan matakalar Ahaz ta koma baya da taki goma.’ ” Saboda haka inuwar ta koma da baya daga fuskar rana har taki goma.
9,Rubutun Hezekiya sarkin Yahuda bayan ciwonsa da kuma warkarwarsa.
10,"Na ce, “Cikin tsakiyar rayuwata"
11,"Na ce, “Ba zan ƙara ganin "
12,Kamar tentin makiyayi
13,"Na yi jira da haƙuri har safiya,"
14,"Na yi kuka kamar mashirare ko zalɓe,"
15,Amma me zan ce?
16,"Ubangiji, ta waɗannan abubuwa ne mutane suke rayuwa;"
17,Tabbatacce wannan kuwa saboda ribata ne
18,"Gama kabari ba zai yabe ka ba,"
19,"Masu rai, masu rai, su suke yabonka,"
20, 
21,"Ishaya ya riga ya ce, “Ku shirya curin da aka yi da ’ya’yan ɓaure ku kuma shafa a marurun, zai kuwa warke.”"
22,"Hezekiya ya riga ya yi tambaya ya ce, “Me zai zama alama ta cewa zan haura zuwa haikalin "
