Verse,Text
1,"Tak Afu O̩jo̩ lewa bʼAzaraya, o̩ma Ode̩d, ma; "
2,"oñ i dufu aledo Esa. I ka ñw u kakini, Me̩ gbʼo̩la-mi, Esa kpʼabo Juda kpʼabo Be̩njamin chaka: Jihofa dʼugbo me̩ abu ku me̩ jʼugbo-wñ; i la che̩wñ kʼame̩ tene owñ, i aje̩ ñwu me̩ liʼu: i muda che̩wñ kʼame̩ hiʼu tinyo̩ owñ ahiʼume̩ tinyo̩. "
3,"Iko kʼabo Israe̩l ma nʼO̩jo̩ ochochi n, kpʼiko ku ma ma nʼatama kʼi ako̩ ma n, ku ma ma nʼuko̩-o̩la n te̩ jiji, "
4,"ama e̩gba ku ma jʼef o̩bata ma rida abo̩ Jihofa, O̩jo̩ Israe̩l, ma la tene owñ oñ ma fʼu li. "
5,"Iko kʼa ka le̩ i nʼuñmi ñw e̩ne̩ kʼi dufu n, e̩ne̩ ki gudu wa la ne̩ n; uchobi inaina bʼabo ku ma dodo oj ane̩ ane̩ ugbo du ma. "
6,"Ma fʼabo uche̩ ichiʼka kpo̩fo̩ rʼabo uche̩ ichi omune̩, ewo laño̩ kpo̩fo̩ rʼewo omune̩; todu O̩jo̩ nʼo̩pe̩cha ojoji ojoji du fʼuma kpo̩fo̩. "
7,"Ame̩ ki muda fʼeju gbiti, o̩wo̩-me̩ ki lo̩ n; todu uko̩lo̩-me̩ chenʼuro̩me̩."
8,"Tak e̩gba kʼEsa gbʼo̩la-i, kpʼache̩ ku Ode̩d akache̩ ka le̩, i fʼe̩do̩ ne̩, oñ i mʼe̩wñ ihie̩ne̩ ko bʼoj ane̩ Juda kpai Be̩njamin du te̩, kpai kwʼef ewo, ewo kʼi gba oj ane̩ uwo Ifraim; i la fʼubo̩ iche̩bo̩ kʼi dʼo̩gba agbaru Jihofa le̩ ñwo̩che etito̩. "
9,"Tak i kʼabo Juda kpʼabo Be̩njamin chaka kpʼabo ku ma ge̩ne̩ efu ma jeju, manyʼabo Ifraim kpʼabo Manasa kpʼabo Simeo̩n: todu abo ku ma kʼo̩la-ma kwʼef abo Israe̩l ku ma wʼef o̩wo̩-wñ e̩gba ku ma li ka ku Jihofa, O̩jo̩-wñ, dʼugbo-wñ, chʼe̩kute̩. "
10,Abe̩le̩ ma kʼo̩la-ma jeju jo̩ Je̩rusale̩m ochu e̩ke̩ta o̩do̩ e̩ke̩gwe̩lu kʼEsa jʼonu. 
11,Oñ ma fʼamokuno̩ ogume̩lu chʼicham kpai ame̩wño̩re̩ egini icham nyʼo̩gwo̩ko̩ mebie ko kwʼef e̩wñ kʼogu je̩ le̩ kpa ñwu Jihofa o̩jo̩ le̩. 
12,"Taku ma fʼalu jo̩ oñ ma kpalo ka ku ma anʼe̩do̩-ma kpʼonugo-ma chaka atene Jihofa O̩jo̩ amata-ma, "
13,"taku ma akpa e̩ne̩ du kʼi ko̩ etene Jihofa, O̩jo̩ Israe̩l, dagba i nya, dagba i nana, dagba i chʼe̩ne̩ke̩le̩, dagba i chʼonobule̩. "
14,"Taku ma dʼomu dago ago̩ Jihofa, ma nʼo̩ga achi, ma nʼo̩kakachi afa kpai ibijila. "
15,"Tak abo Juda du yo̩ ego ku ma go le̩; todabu kʼe̩do̩-ma chaka tʼego ku ma go̩ le̩, oñ ma tene owñ kpʼe̩do̩-ma chaka. Ma fʼowñ li, taku Jihofa dʼuñmi ñwu ma ale ma daka."
16,"I ño̩ du Maaka, iye Esa onu le̩, tane̩ bʼugugu iye onu te̩, todabu kʼi fʼojibo ihie̩ne̩ che todu Ashe̩ra; Esa la fʼojibo-wñ le̩ lo̩ wane̩, i fʼu kwu ebutu, tak i fʼu gujo ef o̩go̩ Kidro̩n. "
17,Ma muda kʼotete otete rinyo̩ bʼoj ane̩ Israe̩l te̩ n; i chaka dʼabe̩le̩ e̩do̩ Esa mufu o̩jo̩ udeju-wñ chaka. 
18,"Oñ i mʼe̩wñ kʼata-wñ che ki fo̩ le̩ ko wʼef unyi O̩jo̩, kpʼe-kʼowñ onugo che ki fo̩, owñ chʼajifa kpʼo̩jamalia kpʼe̩wñ eku. "
19,Ogu la ño̩ de̩ ge̩ n gbogbo tak Esa fʼo̩fe̩-wñ je̩ o̩do̩ ogue̩gwa nyʼoke me̩lu.
