Verse,Text
1,"Taku Jihofa ka ñwu Mose̩s kakini, "
2,"E̩ naka ñw Aro̩n kpai amo̩ma-wñ e̩ne̩ke̩le̩ kpai amo̩ma Israe̩l chaka kakini, E̩wñ ki Jihofa ñwa ñwu me̩ la de̩, kakini, "
3,"E̩ne̩ke̩le̩ Israe̩l oka fʼo̩kokuno̩ abe̩k ala abe̩k ewo kpa ef uru-i, abe̩k i dʼu kpa ejo̩do̩da uru-i, "
4,"kʼi ma la dʼu wʼalugbo̩na unyabo ujeju, kʼi ma dʼu wa chʼe̩wñ O̩jo̩ ñwu Jihofa o̩gba uña ugugu Jihofa ejodudu n, me̩ afʼudu e̩bie̩ lorʼe̩ne̩ le̩; i mʼe̩bie̩ du dafo me̩; ma akʼe̩ne̩ le̩ da bʼamone̩-wñ te̩. "
5,"Owñ chʼutodu kʼamo̩ma Israe̩l ki kʼe̩wñ e̩bie̩ ku ma kpa egbili wa ñwu Jihofa, ugbo atama alugbo̩na unyabo ujeju, ku ma ki kpa che e̩wñ iche̩bo̩ ure̩do̩ ñwu Jihofa; "
6,"tak atama atʼe̩bie̩-wñ fio̩ o̩la ubo̩ iche̩bo̩ Jihofa kʼi dʼalugbo̩na unyabo ujeju, kʼi la fʼula-wñ gujo kʼi kpo ru Jihofa. "
7,"Abe̩le̩ ma ñʼakpa e̩wñ e̩bie̩-ma ñw ikpakachi ge̩ n, owñ chʼe-ku ma ajo̩ko̩ bʼo̩ ej ubi le̩. Ei-ki chʼuhio̩me̩ ñwu ma nyʼo̩hio̩gu-ma ogbegbele̩."
8,"Tak uwe̩ aka ñwu ma kakini, E̩ne̩ke̩le̩ abo Israe̩l du abe̩k amilowa ku ma jʼef abo ku ma ge̩ne̩ efu-ma le̩, kʼi du e̩wñ iche̩bo̩ e̩gujo abe̩k e̩wñ iche̩bo̩ du wa che, "
9,kʼi ma la dʼu wʼalugbo̩na unyabo ujeju kʼi kpa ñwu Jihofa n; ma akʼe̩ne̩ le̩ da bʼamone̩-wñ te̩.
10,"E̩ne̩ke̩le̩ du ef abo Israe̩l abe̩k ef amilowa ku ma ge̩ne̩ efu-ma, kʼi fʼe̩bie̩ e̩wñ du je̩ re, eju-mi akparu onugo one̩ kʼi jʼe̩bie̩ le̩, oñ nafʼu ko̩da bʼamone̩-wñ te̩. "
11,Todu onugo iñmi o̩re̩la dʼef e̩bie̩; oñ omi mʼu du ñwu me̩ oj ubo̩ iche̩bo̩ kʼi chʼe̩wñ e̩boma tod onugo iñmi e-me̩; todu e̩bie̩ chʼe̩wñ e̩boma lef onugo iñmi le̩. 
12,"Todule̩ u ka ñw amo̩ma Israe̩l kakini. E̩ne̩ du efu-me̩ aje̩ e̩bie̩ n, ilowa du kʼi ge̩ne̩ efu-me̩ la aje̩ e̩bie̩ n. "
13,"Oñ e̩ne̩ke̩le̩ du ef amo̩ma Israe̩l, abe̩k ef amilowa ku ma ge̩ne̩ efu-ma le̩, kʼi la kpa e̩wñ iñmi abe̩k e̩we̩ ku ma je̩ ef o̩de̩ adʼe̩bie̩-wñ dajane̩, i ki gbʼebutu bʼo ma."
14,"Todu i chʼe-iñmi o̩re̩la du, e̩bie̩-wñ chʼiñmi-wñ; todule̩ u ka ñw amo̩ma Israe̩l kakini, Ame̩ ki je̩ e̩bie̩ o̩re̩la e̩wñ du n; todu iñmi o̩re̩la du chʼe̩bie̩-wñ; ma la akʼe̩ne̩ du kʼi je̩ da tinyo̩. "
15,"Oñ onugo e̩ne̩ du kʼi je̩ e̩la ki ku tinyo̩ ofo, abe̩k e-kʼe̩la fana, dagba i chʼo̩mane̩ dagba i chʼilowa, e̩ne̩ le̩ agwe̩ e̩wñ o̩la-wñ ef omiofo, kʼi la fʼo̩la-wñ gwe̩ ef omiofo, oñ i mudaji gbogbo tak olu ki tunyʼane̩: e̩gbale̩ tak i afe̩. "
16,"I muda che̩wñ kʼi ma gwe̩ n, abe̩k i ma gwʼo̩la n, e̩gbale̩ i ane̩ udu-wñ."
