Verse,Text
1,"To, sai ku ƙaunaci "
2,"Ku tuna a yau, cewa ’ya’yanku ba su ne suka gani suka kuma ɗanɗana horon "
3,"alamun da ya aikata da abubuwan da ya yi a cikin Masar, ga Fir’auna sarkin Masar da kuma ga dukan ƙasarsa ba; "
4,"ba su suka gani abin da ya yi wa mayaƙan Masar, da dawakansu da keken yaƙinsu, yadda ya sha kansu da ruwan Jan Teku yayinda suke bin ku, da yadda "
5,"Ba ’ya’yanku ba ne suka gani abin da ya yi dominku a hamada har sai da kuka kai wannan wuri ba, "
6,"ba su ba ne suka gani abin da ya yi ga Datan da Abiram, ’ya’yan Eliyab mutumin Ruben, sa’ad da ƙasa ta buɗe bakinta a tsakiyar dukan Isra’ila ta haɗiye su tare da gidajensu, tentunansu da kowane abu mai rai da yake nasu ba. "
7,Amma idanunku ne suka ga dukan waɗannan manyan abubuwan da 
8,"Saboda haka sai ku kiyaye dukan umarnan da nake ba ku a yau, don ku sami ƙarfin da za ku shiga, ku kuma karɓi ƙasar da kuke haye Urdun ku mallaka, "
9,domin kuma ku yi tsawon rai a ƙasar da 
10,"Ƙasar da kuke shiga, ku karɓa, ba kamar ƙasar Masar ba ce, inda kuka fito, inda kuka shuka iri, ku yi ta zuwa kuna banruwa kamar lambu. "
11,"Amma ƙasar da kuke haye Urdun ku mallaki, ƙasa ce ta duwatsu da kwaruruka wadda ruwan sama ne yake jiƙe ta. "
12,Ƙasa ce da 
13,"Saboda haka in kun yi biyayya ga umarnan da nake ba ku a yau cikin aminci, kuna ƙaunaci "
14,"sai in aika da ruwan sama a ƙasarku a lokacinsa, ruwan saman bazara da kuma na kaka, don ku tattara hatsinku, sabon inabinku da kuma manku. "
15,"Zan tanadar da ciyawa a filaye don shanunku, za ku ci, ku kuma ƙoshi."
16,"Ku yi hankali, kada a ruɗe ku har ku bauta wa alloli, ku kuma yi musu sujada, "
17,don kada fushin 
18,"Saboda haka, sai ku riƙe waɗannan kalmomina gam a zukatanku da ranku; ku ɗaura su kamar alama a hannuwanku, da goshinku. "
19,"Ku koyar da su ga ’ya’yanku, ku yi ta haddace su, sa’ad da kuke zaune a gida, da sa’ad da kuke tafiya, sa’ad da kuke kwance, da sa’ad da kuka tashi. "
20,"Ku rubuta su a kan madogaran ƙofofin gidajenku, da a kan ƙofofinku, "
21,saboda kwanakinku da kwanakin ’ya’yanku su yi tsawo a ƙasar da 
22,"In kuka lura, kuka kuma kiyaye dukan umarnai da nake ba ku, ku ƙaunaci "
23,Ubangiji
24,"Duk inda tafin ƙafanku ya taka, zai zama naku; iyakarku zai kama daga hamadan Lebanon da kuma daga Kogin Yuferites zuwa Bahar Rum."
25,Babu mutumin da zai iya tsayayya da ku. 
26,"Ga shi, a yau, ina sa a gabanku albarka da kuma la’ana, "
27,albarka in kun yi biyayya da umarnan 
28,la’ana in ba ku yi biyayya da umarnan 
29,Sa’ad da 
30,"Waɗannan duwatsu biyu suna a hayin Urdun, yamma da hanya a ƙasar Kan’aniyawa mazaunan Araba, kusa da Gilgal wajajen manyan itatuwan More. "
31,"Kuna gab da ƙetare Urdun fa, ku shiga, ku kuma mallaki ƙasar da "
32,"ku tabbata kun yi biyayya da dukan ƙa’idodi, da kuma dokokin da nake sawa a gabanku a yau."
