Verse,Text
1,"A ƙarshen kowace shekara ta bakwai, dole ku yafe basusuwan da kuke bi. "
2,"Ga yadda za ku yafe basusuwan, kowane mai bin bashi, yă yafe bashin da yake bin ɗan’uwansa mutumin Isra’ila. Ba zai bukaci mutumin Isra’ila wanda yake ɗan’uwa yă biya shi bashi ba, gama an yi shelar lokacin da "
3,"Za ku iya nemi baƙo yă biya ku bashin da kuke binsa, amma dole ku yafe duk wani bashin da kuke bin ɗan’uwa. "
4,"Amma bai kamata a sami matalauci a cikinku ba, gama "
5,in dai kun yi cikakken biyayya ga 
6,Gama 
7,"In akwai matalauci a cikin ’yan’uwanku, a duk wani daga cikin biranen da "
8,"A maimakon haka ku bayar hannu sake, ku kuma ba shi bashi gwargwadon abin da yake bukata a sauƙaƙe. "
9,"Ku yi hankali kada ku riƙe wannan mugun tunani cewa, “Shekara ta bakwai, shekarar yafewar basusuwa, ta yi kusa,” har ku nuna mugun nufi ga ɗan’uwa mabukaci, ku ƙi ba shi wani abu. Zai yi kuka ga "
10,"Ku bayar hannu sake gare shi, ku kuma yi haka ba tare da gunaguni ba; saboda wannan fa "
11,"Kullum za ku kasance da matalauta a ƙasar. Saboda haka na umarce ku ku bayar hannu sake ga ’yan’uwa da kuma matalauta, da masu bukata a ƙasarku."
12,"In ɗan’uwa mutumin Ibraniyawa, namiji ko ta mace, ya sayar da kansa gare ka, ya kuma bauta maka shekaru shida, a shekara ta bakwai dole ka ’yantar da shi. "
13,"Sa’ad da kuka sake shi, kada ku bar shi yă tafi hannu wofi. "
14,"Ku ba shi kyautai hannu sake daga tumakinku, daga masussukarku, da kuma daga wurin matsewar inabinku. Ku ba shi yadda "
15,"Ku tuna, dā ku bayi ne a Masar, "
16,"Amma in bawanka ya ce maka, “Ba na so in bar ka,” saboda yana ƙaunarka da iyalinka, ya kuma fiye masa yă zauna da kai, "
17,"sai ka ɗauki basilla ka huda kunnensa a bakin ƙofa, zai kuwa zama bawanka dukan rayuwarsa. Ka yi haka ma wa baiwarka."
18,"Sa’ad da kuka ’yantar da shi kada ku damu, gama shekara shida ya yi muku bauta wadda ta ninka ta ɗan ƙodago. "
19,Ku keɓe wa 
20,"Kowace shekara, kai da iyalinka za ku ci su a gaban "
21,"In dabbar tana da lahani, gurguntaka ko makantaka, ko kuwa tana da wani mugun lahani, kada ku miƙa ta ga "
22,Sai ku ci a cikin biranenku. Mutum marar tsabta da mai tsabta zai iya ci kamar yadda ake yi da barewa ko mariri. 
23,"Amma kada fa ku ci jinin, ku zubar da shi a ƙasa kamar ruwa."
