Verse,Text
1,"Nke a bụ ihe mere nʼoge ọchịchị eze Sekses, bụ Sekses nke chiri alaeze"
2,"Nʼoge ahụ, isi ọchịchị obodo eze Sekses bụ Susa"
3,"Nʼafọ nke atọ nke ọchịchị ya, o mere mmemme oke oriri nye ndịisi ọrụ ya niile. Ndị ọzọ ọ kpọkwara bụ ndịisi agha nke Peshịa na Midia, na ụmụ eze, na ndị ọchịchị sitere na mba dị iche iche ọ na-achị."
4,"Mmemme a were otu narị na iri ụbọchị asatọ (180). Eze jikwa oge a gosi akụnụba, na ịma mma na ebube nke alaeze ya. "
5,"Mgbe ụbọchị ndị a gafesịrị, eze kpọrọ oke oriri nọrọ ụbọchị asaa nʼubi a gbara ogige dị nʼụlọeze, nye ndị niile nọ na Susa, site nʼonye ukwu ruo nʼonye nta. "
6,"Ihe ịchọ mma e ji dozie ogige ahụ bụ ezi akwa mgbochi dị ọcha, nke e ji ogho ọcha kpaa na nke e jikwa ogho na-acha anụnụ anụnụ kpaa. E jikwa eriri ogho dị ezi ọcha na nke na-acha odo odo kekọtaa akwa mgbochi ndị ahụ, nʼihe mgbaaka ọlaọcha dị nʼogidi nkume dị oke ọnụahịa e wuru nʼebe ahụ. A dọbakwara oche"
7,E jikwa iko ọlaedo ṅụọ ihe ọṅụṅụ. Iko ọlaedo ọbụla e wepụtara nʼụbọchị ahụ dị iche nʼiche. O nweghị nke yiri ibe ya. E mekwara ka mmanya eze baa ụba dịka afọ ọma aka eze si dị. 
8,E nyeghịkwa iwu ọbụla banyere iko mmanya ole mmadụ kwesiri ịṅụ kama ndị chọrọ ga-aṅụ dịka o si masị ha. Nʼihi na eze agwalarị ndịisi ozi ya na onye ọbụla kwesiri ịṅụ dịka o si chọọ.
9,"Nʼotu oge ahụ, eze nwanyị Vashti, kpọkwara oke oriri nye ụmụ nwanyị niile nọ nʼụlọeze, Sekses."
10,"Nʼụbọchị nke asaa, mgbe obi dị eze Sekses mma nʼihi mmanya ọ ṅụrụ, ọ nyere ndị onozi asaa ndị a na-ejere ya ozi iwu, ha bụ, Mehuman, na Bizta, na Habona, na Bigta, na Abagta, na Zeta, na Kakas, "
11,"sị ha gaa kpọọ Vashti nwunye eze ka ọ bịakwute ya. Eze nyekwara iwu ka Vashti kpuru okpueze nʼisi ya, maka igosi ndị mmadụ niile na ndị a na-asọpụrụ nọ nʼebe ahụ ịma mma ya. Nʼihi na Vashti mara mma. "
12,"Ma mgbe e mere ka ozi eze ruo ya ntị, eze nwanyị, bụ Vashti jụrụ ịbịa. Nke a mere ka iwe wee eze nke ukwuu."
13,"Dịka eze Sekses na-eme, ọ kpọkwara ndị ọkachamara nʼihe gbasara iwu na ikpe ziri ezi. Eze na ndị a mara ihe, bụ ndị maara ihe ụbọchị nyere kparịtara ụka. "
14,"Ha bụkwa ndị na-anọkarị eze nso. Aha ha bụ Kashena, na Sheta, na Admata, na Tashish, na Meres, na Masena, na Memukan. A maara aha mmadụ asaa ndị a nʼala Midia na Peshịa. Ha bụ ndị na-aga nʼihu eze mgbe ọbụla ha chọrọ, bụrụkwa ndị dịkarịsịrị elu nʼalaeze ahụ."
15,"Eze jụrụ sị, “Dịka iwu si dị, gịnị ka a ga-eme Vashti bụ nwunye eze nʼihi na o nupuru isi nʼiwu eze Sekses nyere nke o zigaara ya site nʼọnụ ndị onozi ya?”"
16,"Memukan kwuchitere ọnụ ndị ọzọ sị, “Ihe Vashti nwunye eze mere jọrọ njọ. O mehiela eze, mehiekwa ndị ọchịchị niile, na ndị niile bi nʼakụkụ niile nke alaeze Sekses. "
17,"Nʼihi na ndị inyom niile ga-amata ihe eze nwanyị mere, malite ilelị ndị di ha anya, ma na-ekwu sị, ‘Eze Sekses nyere Vashti nwunye ya iwu ka ọ bịa nʼihu ya, ma ọ jụrụ ịbịa.’ "
18,"Nʼụbọchị taa ka ndị inyom ndịisi nke Peshịa na Midia, bụ ndị nụrụ banyere omume nwunye eze mere, ga-azakwa ndịisi ọchịchị alaeze gị nʼụzọ dị otu a. A ga-enwe nleda anya na esemokwu nʼala a mgbe niile."
19,"“Ya mere, ọ bụrụ na ọ masị eze, ya nye iwu, nke a ga-edepụta, ka ọ bụrụ iwu nʼala Peshịa na Midia, nke na-agaghị agbanwe, na Vashti agaghị abatakwa nʼihu eze Sekses ọzọ. Ka eze werekwa ọnọdụ eze nwanyị ahụ nye onye ọzọ ka ya mma. "
20,"Ọ ga-erukwa na mgbe a gụpụtara iwu a eze nyere nʼakụkụ alaeze a niile, ndị inyom niile ga-asọpụrụ ndị di ha site nʼonye dịkarịsịrị nta nʼetiti ha ruo nʼonye dị ukwuu.”"
21,"Eze na ndịisi ọchịchị ya nabatara ndụmọdụ a, nʼihi ya, eze mere ihe Memukan kwuru. "
22,"O zipụrụ akwụkwọ ozi a nye akụkụ niile a na-achị achị nke alaeze ahụ. E dekwara akwụkwọ ozi ahụ nʼasụsụ dị iche iche, na-ekwupụta nʼasụsụ ọbụla na nwoke ọbụla kwesiri ịbụ onye na-achị ezinaụlọ ya."
